customer_id,signup_date,age,gender,region,acquisition_channel,acquisition_cost
C101451,2023-11-05,39,Male,East,Paid Ads,650
C101452,2025-02-18,18,Male,North,Referral,90
C101453,2025-04-09,57,Male,South,Organic Search,180
C101454,2025-03-26,61,Female,South,Social Media,420
C101455,2024-01-08,35,Female,West,Referral,90
C101456,2024-01-28,41,Female,North,Paid Ads,650
C101457,2023-11-28,36,Female,South,Social Media,420
C101458,2024-08-16,24,Male,West,Email Marketing,140
C101459,2025-01-23,69,Male,East,Organic Search,180
C101460,2024-04-11,19,Male,Central,Organic Search,180
C101461,2024-06-11,46,Female,North,Organic Search,180
C101462,2024-01-04,18,Female,South,Referral,90
C101463,2023-10-09,53,Male,East,Email Marketing,140
C101464,2025-04-25,64,Female,South,Referral,90
C101465,2025-11-15,51,Female,West,Direct,60
C101466,2024-01-09,49,Male,North,Referral,90
C101467,2026-01-11,61,Female,East,Paid Ads,650
C101468,2025-01-04,68,Female,North,Organic Search,180
C101469,2023-08-04,62,Female,East,Social Media,420
C101470,2024-04-15,30,Male,West,Social Media,420
C101471,2023-01-10,47,Male,North,Social Media,420
C101472,2023-02-20,60,Female,South,Social Media,420
C101473,2024-03-08,33,Female,East,Paid Ads,650
C101474,2024-08-07,53,Other,West,Paid Ads,650
C101475,2025-10-22,19,Female,North,Social Media,420
C101476,2023-06-22,63,Male,South,Referral,90
C101477,2025-12-15,49,Male,West,Email Marketing,140
C101478,2023-10-29,56,Female,East,Paid Ads,650
C101479,2023-06-27,60,Male,West,Email Marketing,140
C101480,2025-06-19,29,Female,South,Paid Ads,650
C101481,2025-09-22,41,Female,Central,Paid Ads,650
C101482,2025-02-16,62,Male,North,Email Marketing,140
C101483,2023-05-29,26,Male,North,Direct,60
C101484,2023-05-29,60,Male,East,Direct,60
C101485,2024-05-16,32,Male,East,Organic Search,180
C101486,2024-08-02,47,Female,East,Paid Ads,650
C101487,2026-07-08,44,Male,North,Referral,90
C101488,2024-01-04,53,Male,North,Email Marketing,140
C101489,2023-09-05,61,Male,West,Social Media,420
C101490,2026-05-01,36,Male,South,Organic Search,180
C101491,2023-07-17,26,Female,West,Social Media,420
C101492,2023-02-03,39,Female,East,Organic Search,180
C101493,2024-06-27,49,Female,North,Paid Ads,650
C101494,2024-05-30,57,Female,West,Social Media,420
C101495,2025-03-07,57,Male,Central,Organic Search,180
C101496,2026-02-02,35,Female,West,Referral,90
C101497,2026-04-14,66,Male,North,Social Media,420
C101498,2024-01-08,22,Female,East,Paid Ads,650
C101499,2026-06-15,24,Male,Central,Paid Ads,650
C101500,2025-03-24,19,Male,East,Email Marketing,140
C101501,2023-03-31,66,Male,South,Social Media,420
C101502,2026-04-21,27,Female,North,Email Marketing,140
C101503,2023-06-27,49,Male,West,Paid Ads,650
C101504,2025-01-26,60,Female,West,Social Media,420
C101505,2025-10-13,57,Male,Central,Direct,60
C101506,2023-11-17,67,Female,Central,Organic Search,180
C101507,2023-12-15,20,Female,South,Organic Search,180
C101508,2024-09-04,39,Male,East,Email Marketing,140
C101509,2026-02-11,44,Male,North,Paid Ads,650
C101510,2023-10-15,54,Male,North,Organic Search,180
C101511,2025-05-03,50,Female,North,Direct,60
C101512,2024-08-05,47,Female,Central,Organic Search,180
C101513,2023-05-24,33,Male,North,Social Media,420
C101514,2025-07-03,23,Male,East,Referral,90
C101515,2025-12-06,40,Male,South,Referral,90
C101516,2025-01-10,31,Male,South,Paid Ads,650
C101517,2023-08-15,46,Female,East,Organic Search,180
C101518,2023-07-20,59,Male,North,Email Marketing,140
C101519,2024-06-28,46,Male,South,Email Marketing,140
C101520,2024-10-13,48,Female,East,Organic Search,180
C101521,2024-12-11,20,Female,West,Paid Ads,650
C101522,2023-11-10,51,Female,West,Social Media,420
C101523,2024-10-05,40,Male,West,Organic Search,180
C101524,2024-01-15,24,Female,South,Email Marketing,140
C101525,2025-06-01,29,Female,North,Direct,60
C101526,2025-10-21,58,Female,South,Paid Ads,650
C101527,2025-04-19,65,Male,Central,Direct,60
C101528,2023-01-02,44,Female,North,Email Marketing,140
C101529,2026-06-29,68,Female,North,Referral,90
C101530,2023-01-31,27,Female,Central,Direct,60
C101531,2026-07-09,33,Female,Central,Paid Ads,650
C101532,2023-02-10,66,Female,North,Email Marketing,140
C101533,2024-10-26,27,Female,West,Organic Search,180
C101534,2023-05-17,52,Female,South,Paid Ads,650
C101535,2023-05-03,29,Male,East,Social Media,420
C101536,2025-05-28,35,Male,East,Organic Search,180
C101537,2025-07-25,42,Female,Central,Referral,90
C101538,2023-06-02,36,Female,North,Paid Ads,650
C101539,2026-06-09,63,Female,West,Paid Ads,650
C101540,2024-02-17,68,Female,North,Social Media,420
C101541,2024-02-14,44,Female,East,Organic Search,180
C101542,2024-01-17,45,Female,East,Organic Search,180
C101543,2024-08-16,20,Male,West,Organic Search,180
C101544,2023-08-17,30,Female,Central,Direct,60
C101545,2024-06-30,20,Male,West,Referral,90
C101546,2023-09-28,62,Female,West,Social Media,420
C101547,2023-03-08,29,Female,South,Social Media,420
C101548,2024-04-19,35,Male,Central,Social Media,420
C101549,2025-05-14,61,Male,East,Organic Search,180
C101550,2025-09-08,55,Male,South,Organic Search,180
C101551,2024-03-30,50,Female,East,Social Media,420
C101552,2024-02-21,20,Male,South,Organic Search,180
C101553,2025-10-09,47,Male,East,Email Marketing,140
C101554,2025-05-26,47,Female,South,Organic Search,180
C101555,2025-12-06,34,Male,North,Social Media,420
C101556,2026-03-11,56,Female,Central,Paid Ads,650
C101557,2025-11-22,66,Female,Central,Referral,90
C101558,2026-04-19,31,Male,East,Direct,60
C101559,2024-06-19,35,Male,Central,Paid Ads,650
C101560,2024-05-22,34,Other,South,Organic Search,180
C101561,2024-02-18,61,Female,South,Social Media,420
C101562,2023-10-30,22,Male,Central,Organic Search,180
C101563,2025-08-20,64,Female,East,Organic Search,180
C101564,2025-07-07,58,Female,West,Social Media,420
C101565,2025-10-27,43,Male,South,Organic Search,180
C101566,2023-08-04,48,Female,South,Organic Search,180
C101567,2024-09-23,64,Female,North,Paid Ads,650
C101568,2023-10-13,58,Male,Central,Paid Ads,650
C101569,2026-02-22,32,Female,North,Email Marketing,140
C101570,2023-12-10,20,Male,East,Organic Search,180
C101571,2023-07-05,52,Male,North,Paid Ads,650
C101572,2025-01-02,25,Male,East,Referral,90
C101573,2026-02-04,22,Female,South,Email Marketing,140
C101574,2026-03-23,69,Female,West,Paid Ads,650
C101575,2023-05-04,42,Female,East,Social Media,420
C101576,2024-02-24,51,Male,North,Social Media,420
C101577,2023-07-17,29,Female,North,Paid Ads,650
C101578,2024-01-31,23,Female,North,Organic Search,180
C101579,2024-11-17,21,Male,West,Referral,90
C101580,2023-12-27,36,Male,West,Organic Search,180
C101581,2023-03-28,18,Female,South,Paid Ads,650
C101582,2024-10-17,39,Male,East,Social Media,420
C101583,2023-03-09,34,Female,South,Organic Search,180
C101584,2023-10-19,45,Female,Central,Organic Search,180
C101585,2023-01-01,48,Male,Central,Paid Ads,650
C101586,2023-04-22,34,Other,West,Email Marketing,140
C101587,2024-07-15,41,Female,North,Referral,90
C101588,2025-12-30,22,Female,South,Paid Ads,650
C101589,2025-09-23,33,Female,Central,Paid Ads,650
C101590,2023-05-08,68,Female,North,Direct,60
C101591,2023-02-14,69,Female,West,Social Media,420
C101592,2024-03-10,43,Male,Central,Referral,90
C101593,2025-04-18,66,Male,West,Organic Search,180
C101594,2025-08-18,44,Male,East,Organic Search,180
C101595,2025-11-24,24,Male,East,Paid Ads,650
C101596,2024-03-16,63,Male,Central,Email Marketing,140
C101597,2023-08-05,39,Male,South,Email Marketing,140
C101598,2023-02-03,49,Other,Central,Organic Search,180
C101599,2023-07-08,51,Male,South,Referral,90
C101600,2023-03-25,34,Male,West,Email Marketing,140
C101601,2026-01-11,56,Male,Central,Email Marketing,140
C101602,2023-12-12,44,Female,East,Paid Ads,650
C101603,2025-11-24,37,Male,South,Organic Search,180
C101604,2024-12-12,33,Female,North,Direct,60
C101605,2024-11-24,56,Female,West,Organic Search,180
C101606,2024-08-07,30,Male,East,Organic Search,180
C101607,2025-11-19,24,Other,South,Organic Search,180
C101608,2023-02-25,63,Male,Central,Social Media,420
C101609,2023-04-30,35,Female,Central,Organic Search,180
C101610,2024-06-28,51,Male,Central,Social Media,420
C101611,2024-05-22,55,Female,East,Direct,60
C101612,2024-12-02,61,Female,Central,Social Media,420
C101613,2025-08-06,50,Male,Central,Direct,60
C101614,2025-01-25,54,Male,North,Email Marketing,140
C101615,2023-11-28,61,Male,Central,Referral,90
C101616,2024-02-25,67,Male,East,Social Media,420
C101617,2025-08-25,20,Other,Central,Email Marketing,140
C101618,2023-09-17,56,Female,West,Social Media,420
C101619,2024-10-10,27,Female,East,Organic Search,180
C101620,2024-11-23,64,Female,South,Direct,60
C101621,2025-08-22,20,Female,North,Social Media,420
C101622,2025-07-07,30,Female,South,Email Marketing,140
C101623,2024-08-20,27,Male,West,Paid Ads,650
C101624,2024-02-02,49,Male,Central,Paid Ads,650
C101625,2024-04-18,18,Male,North,Referral,90
C101626,2024-06-13,18,Male,North,Social Media,420
C101627,2023-10-09,44,Male,West,Paid Ads,650
C101628,2025-03-15,68,Male,South,Email Marketing,140
C101629,2023-09-25,45,Male,North,Social Media,420
C101630,2025-04-14,41,Male,North,Organic Search,180
C101631,2025-08-24,52,Male,East,Referral,90
C101632,2026-05-21,46,Male,East,Organic Search,180
C101633,2023-06-02,38,Male,Central,Paid Ads,650
C101634,2025-09-04,48,Female,South,Organic Search,180
C101635,2023-04-21,18,Female,North,Organic Search,180
C101636,2024-03-09,30,Female,West,Direct,60
C101637,2023-08-15,53,Male,Central,Organic Search,180
C101638,2023-07-28,35,Male,South,Referral,90
C101639,2023-08-14,20,Male,Central,Social Media,420
C101640,2023-02-26,24,Male,West,Organic Search,180
C101641,2025-11-24,63,Male,Central,Direct,60
C101642,2023-03-20,35,Other,South,Organic Search,180
C101643,2024-05-27,19,Male,North,Social Media,420
C101644,2025-06-18,55,Male,North,Referral,90
C101645,2026-06-27,45,Female,West,Referral,90
C101646,2026-01-02,41,Female,Central,Paid Ads,650
C101647,2023-06-26,64,Male,South,Email Marketing,140
C101648,2026-06-24,34,Male,North,Direct,60
C101649,2025-04-20,47,Female,North,Paid Ads,650
C101650,2023-08-19,56,Male,East,Social Media,420
C101651,2024-07-31,49,Female,Central,Paid Ads,650
C101652,2026-03-26,28,Female,South,Paid Ads,650
C101653,2024-05-20,53,Male,East,Paid Ads,650
C101654,2023-08-25,56,Female,East,Organic Search,180
C101655,2026-01-30,24,Male,Central,Referral,90
C101656,2026-05-10,26,Male,West,Organic Search,180
C101657,2026-06-08,53,Male,North,Organic Search,180
C101658,2026-05-14,24,Other,West,Paid Ads,650
C101659,2026-01-27,63,Male,West,Organic Search,180
C101660,2024-08-07,23,Male,Central,Social Media,420
C101661,2023-09-05,68,Female,East,Social Media,420
C101662,2025-03-04,52,Male,North,Organic Search,180
C101663,2023-10-11,41,Female,East,Organic Search,180
C101664,2024-08-31,31,Female,West,Organic Search,180
C101665,2025-04-23,35,Female,South,Social Media,420
C101666,2026-05-02,56,Female,Central,Paid Ads,650
C101667,2024-01-07,57,Female,North,Referral,90
C101668,2023-11-20,28,Male,Central,Social Media,420
C101669,2025-08-02,46,Other,South,Paid Ads,650
C101670,2023-01-09,69,Female,North,Organic Search,180
C101671,2024-12-29,31,Female,East,Paid Ads,650
C101672,2025-08-17,54,Female,East,Paid Ads,650
C101673,2024-12-09,26,Female,Central,Paid Ads,650
C101674,2024-05-08,61,Female,East,Direct,60
C101675,2025-12-01,26,Male,North,Organic Search,180
C101676,2024-04-22,33,Female,Central,Organic Search,180
C101677,2025-07-02,41,Female,East,Email Marketing,140
C101678,2024-08-19,37,Female,South,Direct,60
C101679,2023-02-04,26,Male,Central,Paid Ads,650
C101680,2024-11-13,51,Female,North,Social Media,420
C101681,2023-03-05,19,Female,North,Organic Search,180
C101682,2026-04-12,69,Male,East,Email Marketing,140
C101683,2025-02-12,20,Other,East,Social Media,420
C101684,2024-04-23,35,Female,East,Paid Ads,650
C101685,2024-09-17,66,Male,Central,Paid Ads,650
C101686,2025-03-07,26,Male,South,Paid Ads,650
C101687,2023-12-01,21,Female,Central,Referral,90
C101688,2024-01-06,56,Male,North,Organic Search,180
C101689,2024-06-22,21,Female,North,Social Media,420
C101690,2023-11-29,64,Male,North,Organic Search,180
C101691,2025-09-01,41,Male,North,Referral,90
C101692,2023-05-14,63,Male,South,Organic Search,180
C101693,2025-11-29,30,Female,Central,Email Marketing,140
C101694,2024-03-24,25,Other,West,Paid Ads,650
C101695,2024-12-22,68,Female,West,Paid Ads,650
C101696,2023-07-22,57,Female,North,Paid Ads,650
C101697,2024-05-10,65,Female,Central,Social Media,420
C101698,2025-08-28,34,Male,South,Paid Ads,650
C101699,2023-12-15,39,Female,West,Paid Ads,650
C101700,2023-06-20,48,Female,West,Organic Search,180
C101701,2024-11-02,41,Male,North,Paid Ads,650
C101702,2023-07-28,30,Other,East,Email Marketing,140
C101703,2024-02-09,37,Male,Central,Organic Search,180
C101704,2024-08-02,49,Male,South,Email Marketing,140
C101705,2024-12-26,19,Female,West,Email Marketing,140
C101706,2025-04-02,35,Female,Central,Social Media,420
C101707,2025-05-20,33,Male,South,Organic Search,180
C101708,2025-12-21,21,Female,South,Social Media,420
C101709,2023-03-26,24,Male,South,Email Marketing,140
C101710,2024-04-10,43,Female,West,Paid Ads,650
C101711,2023-01-02,23,Female,South,Paid Ads,650
C101712,2023-01-13,35,Male,East,Paid Ads,650
C101713,2023-09-30,47,Female,North,Paid Ads,650
C101714,2025-02-08,63,Female,Central,Organic Search,180
C101715,2026-02-24,23,Female,Central,Organic Search,180
C101716,2025-09-21,40,Male,East,Social Media,420
C101717,2025-04-11,23,Male,Central,Paid Ads,650
C101718,2025-09-27,40,Female,West,Organic Search,180
C101719,2023-08-10,42,Female,Central,Direct,60
C101720,2025-12-16,59,Female,North,Paid Ads,650
C101721,2026-02-18,40,Female,North,Organic Search,180
C101722,2023-05-03,66,Female,Central,Organic Search,180
C101723,2024-08-27,25,Male,South,Paid Ads,650
C101724,2025-12-03,20,Female,South,Social Media,420
C101725,2024-09-04,18,Female,West,Organic Search,180
C101726,2025-12-16,36,Male,East,Email Marketing,140
C101727,2026-04-18,28,Male,South,Email Marketing,140
C101728,2024-09-02,22,Female,South,Paid Ads,650
C101729,2023-03-18,30,Female,South,Referral,90
C101730,2024-03-13,68,Female,North,Social Media,420
C101731,2023-10-04,59,Male,North,Email Marketing,140
C101732,2024-09-01,18,Other,East,Organic Search,180
C101733,2025-01-23,65,Male,West,Social Media,420
C101734,2024-08-19,28,Male,South,Organic Search,180
C101735,2023-09-09,39,Other,South,Organic Search,180
C101736,2024-01-23,35,Female,East,Email Marketing,140
C101737,2025-05-23,39,Female,North,Paid Ads,650
C101738,2023-02-04,57,Female,South,Paid Ads,650
C101739,2023-10-03,55,Female,North,Organic Search,180
C101740,2026-02-21,48,Male,East,Email Marketing,140
C101741,2023-05-08,50,Male,North,Paid Ads,650
C101742,2024-06-17,55,Female,South,Organic Search,180
C101743,2023-09-24,27,Female,East,Social Media,420
C101744,2023-05-15,38,Male,West,Organic Search,180
C101745,2024-06-27,23,Male,West,Organic Search,180
C101746,2024-11-01,54,Male,Central,Social Media,420
C101747,2023-08-15,40,Male,West,Direct,60
C101748,2023-04-11,51,Female,South,Referral,90
C101749,2023-06-23,47,Male,North,Organic Search,180
C101750,2025-04-17,32,Male,North,Paid Ads,650
C101751,2026-01-11,25,Female,South,Referral,90
C101752,2023-08-20,68,Female,North,Organic Search,180
C101753,2024-02-17,33,Male,South,Referral,90
C101754,2024-03-18,23,Male,West,Paid Ads,650
C101755,2024-04-08,33,Male,West,Email Marketing,140
C101756,2023-11-11,64,Male,South,Paid Ads,650
C101757,2023-03-13,31,Male,East,Direct,60
C101758,2024-11-06,69,Male,North,Paid Ads,650
C101759,2024-04-04,41,Male,East,Referral,90
C101760,2024-03-16,62,Male,East,Organic Search,180
C101761,2023-12-07,51,Male,South,Social Media,420
C101762,2026-04-10,20,Female,South,Paid Ads,650
C101763,2025-02-24,44,Male,Central,Organic Search,180
C101764,2024-06-22,39,Male,East,Paid Ads,650
C101765,2023-09-22,28,Female,East,Organic Search,180
C101766,2025-10-27,46,Male,North,Direct,60
C101767,2026-02-16,23,Female,North,Email Marketing,140
C101768,2023-02-11,54,Female,South,Referral,90
C101769,2026-04-10,60,Female,Central,Paid Ads,650
C101770,2025-06-18,22,Male,North,Organic Search,180
C101771,2023-05-09,42,Female,South,Paid Ads,650
C101772,2025-08-26,52,Female,Central,Organic Search,180
C101773,2023-05-19,21,Male,East,Social Media,420
C101774,2023-03-07,38,Male,South,Email Marketing,140
C101775,2023-05-29,31,Male,East,Organic Search,180
C101776,2024-08-14,20,Female,East,Organic Search,180
C101777,2025-03-07,59,Male,Central,Organic Search,180
C101778,2024-06-07,41,Male,North,Paid Ads,650
C101779,2023-06-06,57,Female,West,Organic Search,180
C101780,2023-09-14,48,Female,South,Paid Ads,650
C101781,2026-01-01,63,Male,West,Organic Search,180
C101782,2026-05-22,69,Male,West,Organic Search,180
C101783,2025-08-27,49,Male,West,Referral,90
C101784,2023-05-13,36,Female,Central,Direct,60
C101785,2025-11-20,39,Female,West,Organic Search,180
C101786,2025-06-08,60,Female,North,Organic Search,180
C101787,2024-11-07,40,Male,North,Paid Ads,650
C101788,2023-07-04,45,Male,South,Referral,90
C101789,2026-07-05,28,Male,East,Social Media,420
C101790,2024-07-23,69,Male,South,Social Media,420
C101791,2023-02-26,51,Female,West,Social Media,420
C101792,2023-09-28,35,Female,West,Direct,60
C101793,2024-05-31,48,Male,Central,Organic Search,180
C101794,2023-03-22,38,Female,South,Organic Search,180
C101795,2024-02-21,26,Male,West,Paid Ads,650
C101796,2024-08-25,63,Female,West,Paid Ads,650
C101797,2026-05-04,64,Male,Central,Organic Search,180
C101798,2023-04-22,61,Female,West,Email Marketing,140
C101799,2025-01-11,37,Male,South,Social Media,420
C101800,2026-03-23,31,Female,North,Direct,60
C101801,2025-11-02,20,Female,Central,Direct,60
C101802,2026-04-04,56,Female,West,Social Media,420
C101803,2023-08-08,35,Female,West,Email Marketing,140
C101804,2025-10-27,64,Male,West,Referral,90
C101805,2026-06-12,63,Female,West,Paid Ads,650
C101806,2024-02-24,24,Male,West,Social Media,420
C101807,2024-10-03,65,Female,Central,Direct,60
C101808,2024-11-13,25,Male,Central,Referral,90
C101809,2024-09-26,43,Male,South,Referral,90
C101810,2024-01-08,42,Female,North,Organic Search,180
C101811,2026-06-02,67,Male,North,Email Marketing,140
C101812,2026-05-15,52,Female,South,Paid Ads,650
C101813,2024-05-04,63,Male,West,Social Media,420
C101814,2025-11-01,48,Female,West,Social Media,420
C101815,2024-05-26,60,Female,South,Social Media,420
C101816,2025-10-19,62,Female,South,Organic Search,180
C101817,2025-01-21,62,Male,East,Referral,90
C101818,2024-08-27,39,Male,West,Organic Search,180
C101819,2023-06-14,37,Male,East,Organic Search,180
C101820,2025-04-21,69,Male,North,Organic Search,180
C101821,2024-02-17,57,Female,South,Social Media,420
C101822,2023-10-06,65,Male,East,Organic Search,180
C101823,2023-09-06,48,Male,East,Paid Ads,650
C101824,2026-06-16,66,Male,West,Email Marketing,140
C101825,2023-05-13,55,Female,Central,Paid Ads,650
C101826,2025-10-23,56,Male,North,Email Marketing,140
C101827,2026-01-18,27,Male,North,Paid Ads,650
C101828,2023-02-09,47,Female,South,Organic Search,180
C101829,2025-01-27,56,Male,South,Referral,90
C101830,2025-01-12,57,Female,South,Paid Ads,650
C101831,2024-04-06,67,Male,North,Direct,60
C101832,2025-05-07,35,Female,North,Organic Search,180
C101833,2024-06-09,33,Female,West,Email Marketing,140
C101834,2024-07-19,68,Female,North,Paid Ads,650
C101835,2024-07-08,69,Female,West,Email Marketing,140
C101836,2025-10-26,27,Female,South,Organic Search,180
C101837,2025-03-25,37,Male,South,Social Media,420
C101838,2024-05-02,67,Female,North,Organic Search,180
C101839,2026-04-06,28,Female,North,Email Marketing,140
C101840,2025-10-28,58,Female,South,Organic Search,180
C101841,2026-04-14,23,Female,West,Paid Ads,650
C101842,2025-07-28,27,Male,Central,Social Media,420
C101843,2024-05-18,58,Male,North,Paid Ads,650
C101844,2025-09-21,49,Male,North,Referral,90
C101845,2024-02-28,46,Male,North,Referral,90
C101846,2023-12-15,62,Male,West,Organic Search,180
C101847,2024-08-03,33,Male,North,Referral,90
C101848,2026-05-31,44,Female,North,Paid Ads,650
C101849,2024-12-31,49,Female,Central,Social Media,420
C101850,2024-05-08,56,Female,Central,Organic Search,180
C101851,2024-08-16,35,Female,West,Paid Ads,650
C101852,2024-01-10,50,Male,North,Email Marketing,140
C101853,2025-04-27,41,Male,South,Direct,60
C101854,2024-03-26,46,Female,North,Direct,60
C101855,2024-12-13,62,Female,West,Referral,90
C101856,2024-04-20,38,Female,West,Organic Search,180
C101857,2024-02-17,52,Female,North,Paid Ads,650
C101858,2026-06-01,66,Female,Central,Organic Search,180
C101859,2024-03-20,57,Female,East,Referral,90
C101860,2023-04-01,69,Female,West,Organic Search,180
C101861,2024-05-01,48,Female,North,Direct,60
C101862,2024-11-15,32,Male,South,Organic Search,180
C101863,2023-05-02,69,Male,North,Organic Search,180
C101864,2024-01-29,51,Male,West,Email Marketing,140
C101865,2023-08-02,30,Female,North,Organic Search,180
C101866,2024-10-05,34,Female,South,Organic Search,180
C101867,2025-07-18,31,Male,West,Social Media,420
C101868,2026-05-30,61,Male,West,Direct,60
C101869,2024-05-15,22,Female,East,Organic Search,180
C101870,2026-01-15,56,Male,West,Paid Ads,650
C101871,2023-10-03,46,Female,East,Organic Search,180
C101872,2025-09-30,21,Male,East,Social Media,420
C101873,2024-12-24,49,Male,South,Paid Ads,650
C101874,2025-09-02,57,Male,North,Social Media,420
C101875,2025-08-29,55,Male,South,Paid Ads,650
C101876,2024-11-15,45,Male,North,Direct,60
C101877,2023-11-28,35,Male,East,Social Media,420
C101878,2024-11-07,26,Male,East,Referral,90
C101879,2025-11-29,18,Male,North,Paid Ads,650
C101880,2026-06-02,36,Female,West,Paid Ads,650
C101881,2026-04-07,50,Male,West,Paid Ads,650
C101882,2023-08-22,19,Male,East,Social Media,420
C101883,2025-02-07,69,Male,Central,Organic Search,180
C101884,2023-05-15,48,Female,South,Organic Search,180
C101885,2025-05-10,33,Female,South,Paid Ads,650
C101886,2026-06-30,68,Other,North,Organic Search,180
C101887,2023-03-09,27,Female,East,Organic Search,180
C101888,2025-04-24,67,Male,North,Social Media,420
C101889,2026-04-30,32,Female,Central,Referral,90
C101890,2025-12-25,37,Male,South,Organic Search,180
C101891,2024-05-19,40,Female,East,Referral,90
C101892,2023-05-14,69,Male,East,Organic Search,180
C101893,2026-04-03,31,Male,South,Direct,60
C101894,2026-03-30,68,Female,West,Social Media,420
C101895,2025-01-14,36,Female,West,Paid Ads,650
C101896,2026-06-12,32,Other,West,Social Media,420
C101897,2023-01-06,51,Male,East,Paid Ads,650
C101898,2025-03-03,54,Male,East,Paid Ads,650
C101899,2023-02-19,35,Male,South,Paid Ads,650
C101900,2026-04-18,24,Male,West,Direct,60
C101901,2025-05-25,38,Female,South,Email Marketing,140
C101902,2026-03-20,46,Male,South,Social Media,420
C101903,2024-12-24,20,Female,North,Email Marketing,140
C101904,2023-04-18,22,Male,West,Organic Search,180
C101905,2023-02-04,65,Female,North,Social Media,420
C101906,2024-03-07,19,Female,Central,Paid Ads,650
C101907,2025-08-14,39,Female,North,Paid Ads,650
C101908,2023-07-14,57,Male,South,Email Marketing,140
C101909,2025-12-31,35,Male,North,Email Marketing,140
C101910,2023-11-04,43,Male,South,Email Marketing,140
C101911,2024-09-30,22,Female,South,Social Media,420
C101912,2023-09-19,59,Male,West,Paid Ads,650
C101913,2024-08-21,50,Male,North,Referral,90
C101914,2024-08-04,62,Other,South,Organic Search,180
C101915,2023-01-08,62,Female,North,Email Marketing,140
C101916,2024-12-31,36,Female,South,Organic Search,180
C101917,2025-10-08,20,Male,Central,Email Marketing,140
C101918,2026-04-19,36,Female,South,Referral,90
C101919,2024-03-01,25,Male,West,Organic Search,180
C101920,2026-02-06,45,Male,East,Organic Search,180
C101921,2026-02-04,25,Female,South,Paid Ads,650
C101922,2026-06-25,65,Female,West,Paid Ads,650
C101923,2024-04-24,49,Female,North,Email Marketing,140
C101924,2025-12-30,31,Male,Central,Organic Search,180
C101925,2024-12-27,65,Male,East,Paid Ads,650
C101926,2023-03-16,58,Female,South,Organic Search,180
C101927,2023-12-14,40,Female,Central,Organic Search,180
C101928,2025-05-14,25,Male,South,Organic Search,180
C101929,2023-07-26,35,Male,Central,Email Marketing,140
C101930,2024-07-13,48,Female,Central,Referral,90
C101931,2025-09-23,57,Female,South,Email Marketing,140
C101932,2023-07-12,31,Male,South,Paid Ads,650
C101933,2024-09-30,56,Female,West,Organic Search,180
C101934,2023-10-04,32,Other,North,Organic Search,180
C101935,2024-11-20,30,Male,West,Paid Ads,650
C101936,2023-11-06,41,Female,North,Organic Search,180
C101937,2026-05-26,26,Female,North,Organic Search,180
C101938,2023-04-09,39,Female,East,Social Media,420
C101939,2026-05-24,36,Female,West,Organic Search,180
C101940,2025-10-15,32,Female,West,Social Media,420
C101941,2026-01-05,58,Female,East,Social Media,420
C101942,2025-12-31,35,Male,South,Referral,90
C101943,2023-08-30,54,Female,South,Paid Ads,650
C101944,2026-04-12,55,Male,South,Referral,90
C101945,2025-02-03,52,Male,South,Paid Ads,650
C101946,2026-05-22,32,Female,South,Organic Search,180
C101947,2026-02-03,61,Female,East,Paid Ads,650
C101948,2025-01-15,30,Other,North,Organic Search,180
C101949,2024-04-26,32,Female,North,Paid Ads,650
C101950,2023-05-31,63,Female,West,Referral,90
C101951,2023-05-11,35,Male,North,Referral,90
C101952,2024-05-16,54,Female,Central,Organic Search,180
C101953,2025-11-08,20,Other,South,Organic Search,180
C101954,2024-10-11,49,Male,North,Organic Search,180
C101955,2024-09-11,63,Female,Central,Direct,60
C101956,2023-11-11,54,Female,East,Paid Ads,650
C101957,2024-12-26,48,Male,West,Paid Ads,650
C101958,2025-03-31,62,Female,South,Organic Search,180
C101959,2026-06-17,33,Male,South,Referral,90
C101960,2025-07-27,37,Male,East,Paid Ads,650
C101961,2025-02-19,21,Male,South,Organic Search,180
C101962,2026-03-16,54,Male,East,Paid Ads,650
C101963,2024-06-30,55,Male,South,Referral,90
C101964,2026-04-17,57,Female,South,Paid Ads,650
C101965,2024-04-20,56,Male,North,Direct,60
C101966,2023-06-14,24,Female,West,Email Marketing,140
C101967,2024-06-21,52,Female,South,Social Media,420
C101968,2023-06-15,57,Male,Central,Direct,60
C101969,2023-06-02,28,Male,South,Email Marketing,140
C101970,2026-02-07,42,Female,East,Paid Ads,650
C101971,2025-10-19,65,Female,South,Referral,90
C101972,2023-10-12,39,Female,West,Social Media,420
C101973,2025-12-13,57,Male,West,Social Media,420
C101974,2023-03-30,45,Female,East,Social Media,420
C101975,2024-01-01,52,Female,South,Email Marketing,140
C101976,2025-06-27,50,Other,West,Email Marketing,140
C101977,2024-01-26,51,Male,North,Paid Ads,650
C101978,2025-07-28,58,Female,East,Social Media,420
C101979,2026-01-29,65,Male,West,Social Media,420
C101980,2023-03-26,33,Female,South,Email Marketing,140
C101981,2023-01-31,66,Female,East,Paid Ads,650
C101982,2026-04-23,50,Female,West,Organic Search,180
C101983,2024-10-31,48,Male,North,Organic Search,180
C101984,2024-10-13,35,Female,South,Organic Search,180
C101985,2024-08-19,39,Male,South,Organic Search,180
C101986,2024-07-11,51,Female,West,Paid Ads,650
C101987,2025-06-06,36,Female,East,Organic Search,180
