interaction_id,customer_id,interaction_date,channel,type,satisfaction_score
S008173,C102424,2025-11-27,Phone,Feedback,3
S008174,C102424,2025-08-10,Email,Query,1
S008175,C102424,2024-04-26,Phone,Query,2
S008176,C102424,2024-03-14,Social Media,Feedback,2
S008177,C102424,2024-06-27,Phone,Query,2
S008178,C102424,2023-07-22,Phone,Query,1
S008179,C102425,2026-03-26,Email,Feedback,3
S008180,C102426,2026-07-28,Phone,Complaint,2
S008181,C102426,2026-06-05,Phone,Complaint,1
S008182,C102426,2026-05-07,Phone,Complaint,2
S008183,C102428,2025-09-11,Phone,Refund Request,2
S008184,C102428,2026-04-12,Phone,Feedback,1
S008185,C102429,2026-03-05,Social Media,Complaint,2
S008186,C102429,2026-05-22,Chat,Complaint,3
S008187,C102429,2026-02-27,Email,Complaint,2
S008188,C102429,2026-06-22,Social Media,Feedback,2
S008189,C102430,2024-01-18,Phone,Feedback,2
S008190,C102430,2024-05-11,Phone,Feedback,3
S008191,C102430,2024-06-29,Social Media,Refund Request,4
S008192,C102430,2024-07-17,Social Media,Complaint,3
S008193,C102430,2025-04-04,Email,Complaint,5
S008194,C102430,2025-05-04,Social Media,Complaint,4
S008195,C102430,2025-08-02,Chat,Refund Request,1
S008196,C102430,2025-12-29,Chat,Complaint,2
S008197,C102430,2026-03-24,Social Media,Complaint,4
S008198,C102430,2026-04-16,Social Media,Refund Request,2
S008199,C102430,2026-06-04,Chat,Query,4
S008200,C102432,2026-01-16,Chat,Feedback,4
S008201,C102433,2024-12-05,Email,Refund Request,3
S008202,C102434,2023-06-29,Email,Complaint,5
S008203,C102434,2023-12-23,Social Media,Feedback,4
S008204,C102434,2024-06-19,Chat,Query,1
S008205,C102434,2025-01-18,Email,Refund Request,4
S008206,C102434,2025-11-05,Social Media,Complaint,1
S008207,C102434,2026-02-09,Phone,Query,2
S008208,C102434,2026-05-21,Email,Refund Request,2
S008209,C102435,2024-10-17,Chat,Complaint,4
S008210,C102435,2026-05-11,Phone,Feedback,2
S008211,C102436,2026-01-17,Social Media,Complaint,2
S008212,C102436,2026-04-01,Chat,Complaint,2
S008213,C102436,2026-06-04,Chat,Query,2
S008214,C102436,2026-06-14,Social Media,Feedback,2
S008215,C102436,2025-10-02,Email,Complaint,4
S008216,C102440,2025-04-04,Email,Refund Request,4
S008217,C102440,2025-06-09,Email,Complaint,2
S008218,C102440,2025-08-16,Chat,Complaint,4
S008219,C102440,2025-08-31,Phone,Query,3
S008220,C102440,2026-02-08,Chat,Complaint,2
S008221,C102440,2026-07-12,Social Media,Refund Request,2
S008222,C102440,2025-07-21,Email,Complaint,3
S008223,C102440,2025-11-11,Phone,Complaint,2
S008224,C102441,2026-06-28,Social Media,Feedback,1
S008225,C102441,2026-07-24,Social Media,Feedback,2
S008226,C102442,2024-09-27,Chat,Refund Request,2
S008227,C102442,2026-07-19,Social Media,Query,1
S008228,C102443,2025-06-11,Email,Query,2
S008229,C102443,2025-07-08,Social Media,Feedback,2
S008230,C102443,2025-08-23,Social Media,Feedback,2
S008231,C102445,2025-12-30,Social Media,Complaint,3
S008232,C102445,2026-05-08,Social Media,Feedback,1
S008233,C102445,2025-04-03,Social Media,Feedback,4
S008234,C102445,2025-12-02,Phone,Complaint,1
S008235,C102445,2025-01-10,Phone,Complaint,3
S008236,C102445,2025-04-26,Social Media,Feedback,1
S008237,C102446,2026-05-30,Chat,Query,3
S008238,C102447,2024-11-15,Phone,Feedback,2
S008239,C102447,2024-12-29,Social Media,Feedback,3
S008240,C102447,2025-03-15,Phone,Complaint,3
S008241,C102447,2025-06-01,Chat,Complaint,1
S008242,C102447,2025-12-28,Email,Query,2
S008243,C102447,2026-01-05,Social Media,Feedback,2
S008244,C102447,2026-02-25,Chat,Query,1
S008245,C102447,2026-03-30,Phone,Query,3
S008246,C102447,2026-04-15,Phone,Query,4
S008247,C102448,2024-01-22,Email,Feedback,1
S008248,C102448,2024-07-24,Social Media,Feedback,3
S008249,C102448,2025-03-24,Phone,Query,3
S008250,C102448,2025-05-17,Social Media,Query,3
S008251,C102448,2025-06-18,Phone,Query,4
S008252,C102448,2025-08-12,Social Media,Complaint,4
S008253,C102448,2025-09-04,Chat,Complaint,2
S008254,C102448,2025-11-08,Email,Refund Request,2
S008255,C102448,2026-02-10,Social Media,Complaint,1
S008256,C102448,2026-02-22,Email,Complaint,2
S008257,C102448,2026-03-08,Social Media,Refund Request,1
S008258,C102448,2026-03-15,Phone,Refund Request,1
S008259,C102449,2025-08-06,Phone,Complaint,2
S008260,C102449,2026-04-14,Phone,Complaint,4
S008261,C102449,2026-04-26,Phone,Feedback,1
S008262,C102449,2025-10-18,Email,Feedback,2
S008263,C102450,2024-10-30,Social Media,Query,2
S008264,C102450,2025-08-15,Email,Query,3
S008265,C102450,2025-11-08,Chat,Complaint,2
S008266,C102450,2026-02-04,Phone,Query,3
S008267,C102451,2023-10-20,Social Media,Query,1
S008268,C102451,2024-03-27,Email,Feedback,1
S008269,C102451,2024-11-01,Social Media,Query,2
S008270,C102451,2025-10-31,Phone,Complaint,1
S008271,C102452,2025-09-24,Chat,Complaint,1
S008272,C102452,2025-10-07,Social Media,Query,1
S008273,C102452,2026-07-19,Email,Feedback,2
S008274,C102453,2024-01-06,Phone,Query,3
S008275,C102453,2025-07-14,Email,Complaint,2
S008276,C102453,2024-06-11,Email,Complaint,4
S008277,C102454,2025-04-10,Social Media,Feedback,2
S008278,C102454,2025-06-06,Phone,Refund Request,2
S008279,C102454,2025-08-07,Phone,Complaint,3
S008280,C102454,2025-09-07,Phone,Complaint,3
S008281,C102454,2025-12-30,Social Media,Refund Request,1
S008282,C102454,2026-01-09,Social Media,Complaint,4
S008283,C102454,2026-06-09,Social Media,Feedback,3
S008284,C102456,2026-07-31,Social Media,Complaint,2
S008285,C102457,2025-07-02,Chat,Feedback,1
S008286,C102458,2023-09-16,Social Media,Query,2
S008287,C102458,2023-12-06,Phone,Complaint,2
S008288,C102458,2024-03-22,Phone,Complaint,2
S008289,C102458,2025-02-05,Phone,Feedback,3
S008290,C102458,2025-03-17,Chat,Complaint,2
S008291,C102458,2025-05-20,Phone,Feedback,2
S008292,C102458,2026-04-12,Email,Complaint,4
S008293,C102459,2026-03-19,Phone,Complaint,2
S008294,C102459,2026-04-22,Chat,Complaint,2
S008295,C102459,2026-07-04,Email,Complaint,1
S008296,C102459,2026-05-26,Email,Complaint,2
S008297,C102459,2026-07-28,Social Media,Complaint,2
S008298,C102460,2023-05-03,Chat,Feedback,3
S008299,C102460,2023-07-05,Email,Refund Request,1
S008300,C102460,2023-07-23,Social Media,Complaint,1
S008301,C102460,2023-10-04,Social Media,Refund Request,2
S008302,C102460,2024-01-17,Email,Feedback,3
S008303,C102460,2024-06-16,Chat,Complaint,1
S008304,C102460,2024-08-19,Chat,Complaint,1
S008305,C102460,2024-08-28,Social Media,Feedback,2
S008306,C102460,2024-09-24,Social Media,Complaint,3
S008307,C102460,2024-11-20,Email,Query,2
S008308,C102460,2024-12-14,Phone,Complaint,3
S008309,C102460,2024-12-14,Social Media,Feedback,2
S008310,C102460,2025-01-08,Chat,Query,1
S008311,C102460,2025-01-26,Chat,Query,1
S008312,C102460,2025-05-19,Phone,Refund Request,2
S008313,C102460,2025-07-23,Social Media,Complaint,1
S008314,C102460,2025-09-30,Phone,Query,3
S008315,C102460,2025-12-04,Social Media,Refund Request,4
S008316,C102460,2025-12-13,Email,Feedback,4
S008317,C102460,2026-06-25,Social Media,Complaint,3
S008318,C102460,2026-07-22,Social Media,Refund Request,2
S008319,C102460,2024-05-11,Phone,Feedback,1
S008320,C102460,2025-11-11,Social Media,Feedback,2
S008321,C102462,2025-07-15,Email,Feedback,2
S008322,C102462,2025-09-28,Chat,Complaint,2
S008323,C102462,2025-07-13,Phone,Feedback,2
S008324,C102462,2026-02-01,Chat,Query,3
S008325,C102463,2025-02-18,Social Media,Complaint,1
S008326,C102463,2025-06-24,Chat,Query,4
S008327,C102465,2025-09-02,Chat,Query,1
S008328,C102465,2026-01-31,Chat,Query,1
S008329,C102465,2026-07-15,Phone,Complaint,1
S008330,C102465,2025-03-21,Social Media,Complaint,1
S008331,C102465,2024-03-17,Phone,Complaint,1
S008332,C102466,2024-02-03,Chat,Refund Request,2
S008333,C102466,2024-04-08,Phone,Refund Request,4
S008334,C102466,2024-05-23,Social Media,Feedback,1
S008335,C102466,2024-09-07,Email,Complaint,2
S008336,C102466,2024-10-28,Phone,Feedback,2
S008337,C102466,2025-04-08,Social Media,Complaint,3
S008338,C102466,2025-05-06,Phone,Complaint,1
S008339,C102466,2025-10-17,Social Media,Refund Request,3
S008340,C102466,2025-12-08,Phone,Query,2
S008341,C102466,2026-01-07,Phone,Complaint,3
S008342,C102466,2026-05-25,Email,Complaint,2
S008343,C102466,2026-06-01,Social Media,Feedback,2
S008344,C102466,2026-06-18,Email,Complaint,2
S008345,C102468,2026-06-27,Email,Complaint,1
S008346,C102468,2026-07-16,Email,Query,1
S008347,C102469,2024-09-08,Phone,Refund Request,2
S008348,C102469,2024-09-14,Chat,Complaint,2
S008349,C102469,2026-02-20,Chat,Complaint,1
S008350,C102469,2025-08-17,Phone,Feedback,2
S008351,C102470,2026-04-17,Chat,Complaint,3
S008352,C102471,2026-06-20,Phone,Complaint,4
S008353,C102472,2026-01-18,Social Media,Query,2
S008354,C102472,2026-01-23,Chat,Complaint,2
S008355,C102472,2026-01-24,Chat,Feedback,1
S008356,C102473,2025-03-07,Email,Query,3
S008357,C102473,2024-03-15,Phone,Query,2
S008358,C102473,2025-07-26,Chat,Complaint,3
S008359,C102474,2024-05-12,Phone,Complaint,2
S008360,C102474,2025-04-02,Email,Feedback,3
S008361,C102474,2026-07-08,Chat,Query,3
S008362,C102475,2025-09-24,Social Media,Feedback,3
S008363,C102475,2025-12-24,Chat,Query,1
S008364,C102475,2026-05-30,Social Media,Feedback,1
S008365,C102475,2025-11-20,Chat,Query,1
S008366,C102475,2026-04-13,Social Media,Complaint,2
S008367,C102479,2024-07-01,Email,Complaint,1
S008368,C102479,2024-07-26,Phone,Feedback,3
S008369,C102479,2024-09-28,Email,Feedback,3
S008370,C102479,2025-04-03,Social Media,Complaint,2
S008371,C102479,2025-08-11,Chat,Complaint,3
S008372,C102481,2024-08-10,Chat,Complaint,3
S008373,C102481,2026-02-03,Phone,Feedback,3
S008374,C102481,2025-05-16,Phone,Query,1
S008375,C102484,2025-09-01,Email,Complaint,1
S008376,C102484,2026-02-26,Chat,Refund Request,2
S008377,C102484,2026-03-22,Phone,Refund Request,2
S008378,C102484,2026-03-24,Chat,Feedback,2
S008379,C102484,2025-07-16,Chat,Query,2
S008380,C102485,2024-12-07,Email,Complaint,2
S008381,C102485,2025-09-19,Email,Feedback,2
S008382,C102485,2026-03-22,Chat,Query,2
S008383,C102486,2023-07-31,Social Media,Complaint,2
S008384,C102486,2023-11-01,Phone,Query,3
S008385,C102486,2024-04-27,Social Media,Complaint,3
S008386,C102486,2024-06-23,Phone,Refund Request,2
S008387,C102486,2024-06-30,Email,Refund Request,1
S008388,C102487,2025-08-22,Chat,Refund Request,4
S008389,C102488,2026-07-28,Phone,Complaint,3
S008390,C102488,2026-07-06,Phone,Query,2
S008391,C102488,2026-07-09,Phone,Query,1
S008392,C102489,2024-08-15,Social Media,Complaint,1
S008393,C102489,2024-11-19,Social Media,Feedback,3
S008394,C102489,2024-11-25,Phone,Refund Request,3
S008395,C102489,2025-05-09,Phone,Feedback,5
S008396,C102489,2024-11-23,Phone,Query,3
S008397,C102490,2026-03-19,Phone,Feedback,2
S008398,C102490,2025-08-05,Phone,Feedback,3
S008399,C102492,2025-10-13,Email,Query,1
S008400,C102493,2026-02-15,Chat,Refund Request,1
S008401,C102493,2026-06-27,Chat,Complaint,2
S008402,C102493,2026-08-08,Social Media,Feedback,2
S008403,C102493,2026-01-25,Email,Feedback,1
S008404,C102494,2026-02-12,Chat,Complaint,2
S008405,C102494,2025-11-19,Email,Feedback,2
S008406,C102495,2026-08-02,Email,Complaint,3
S008407,C102495,2026-05-31,Email,Feedback,2
S008408,C102496,2025-01-18,Phone,Refund Request,3
S008409,C102496,2025-01-21,Social Media,Complaint,1
S008410,C102496,2026-08-03,Social Media,Query,1
S008411,C102497,2024-07-13,Email,Refund Request,3
S008412,C102497,2024-10-26,Email,Complaint,2
S008413,C102498,2025-09-09,Phone,Complaint,3
S008414,C102498,2026-03-01,Social Media,Query,3
S008415,C102499,2026-05-07,Email,Complaint,1
S008416,C102499,2026-07-17,Phone,Complaint,3
S008417,C102499,2026-01-19,Social Media,Complaint,4
S008418,C102501,2024-11-03,Social Media,Feedback,3
S008419,C102501,2024-11-25,Email,Refund Request,2
S008420,C102501,2024-12-17,Social Media,Complaint,2
S008421,C102501,2025-02-16,Email,Refund Request,1
S008422,C102501,2025-04-21,Phone,Feedback,2
S008423,C102501,2025-08-15,Chat,Complaint,1
S008424,C102501,2025-09-22,Social Media,Refund Request,2
S008425,C102501,2025-11-07,Chat,Feedback,1
S008426,C102501,2026-01-31,Chat,Query,2
S008427,C102501,2026-04-18,Phone,Complaint,3
S008428,C102501,2026-07-02,Social Media,Complaint,3
S008429,C102501,2026-07-19,Social Media,Complaint,4
S008430,C102501,2026-03-21,Chat,Complaint,2
S008431,C102501,2023-10-02,Phone,Feedback,2
S008432,C102503,2025-01-17,Phone,Complaint,3
S008433,C102504,2025-06-07,Phone,Refund Request,3
S008434,C102504,2026-02-18,Chat,Feedback,3
S008435,C102504,2026-06-22,Social Media,Refund Request,2
S008436,C102504,2025-02-10,Phone,Complaint,2
S008437,C102505,2025-04-11,Chat,Complaint,3
S008438,C102505,2025-07-19,Social Media,Complaint,1
S008439,C102505,2025-12-15,Chat,Complaint,4
S008440,C102505,2026-05-01,Email,Complaint,3
S008441,C102505,2026-07-29,Phone,Feedback,2
S008442,C102506,2026-06-30,Email,Query,5
S008443,C102509,2023-06-07,Chat,Query,2
S008444,C102509,2023-09-20,Social Media,Feedback,1
S008445,C102509,2023-09-24,Phone,Complaint,4
S008446,C102509,2024-04-05,Email,Refund Request,2
S008447,C102509,2024-10-05,Social Media,Complaint,2
S008448,C102509,2024-10-11,Social Media,Refund Request,3
S008449,C102509,2024-11-19,Email,Query,1
S008450,C102509,2025-01-12,Phone,Refund Request,1
S008451,C102509,2025-03-26,Chat,Complaint,2
S008452,C102509,2025-03-30,Social Media,Refund Request,1
S008453,C102509,2025-08-27,Email,Complaint,3
S008454,C102509,2025-08-28,Social Media,Complaint,4
S008455,C102509,2025-10-17,Chat,Feedback,3
S008456,C102509,2026-01-22,Social Media,Refund Request,1
S008457,C102509,2026-08-07,Email,Complaint,2
S008458,C102509,2023-12-24,Email,Query,2
S008459,C102510,2024-01-14,Chat,Refund Request,1
S008460,C102510,2025-06-28,Social Media,Query,4
S008461,C102510,2023-10-02,Social Media,Complaint,3
S008462,C102511,2024-05-08,Social Media,Query,3
S008463,C102511,2025-11-13,Social Media,Feedback,2
S008464,C102513,2025-06-03,Social Media,Query,3
S008465,C102513,2025-09-22,Phone,Complaint,4
S008466,C102513,2024-11-20,Chat,Complaint,2
S008467,C102516,2025-09-28,Social Media,Complaint,1
S008468,C102517,2025-02-13,Phone,Complaint,1
S008469,C102519,2024-09-27,Phone,Query,1
S008470,C102519,2025-05-16,Social Media,Complaint,2
S008471,C102519,2026-05-23,Email,Complaint,2
S008472,C102520,2026-03-13,Email,Query,3
S008473,C102522,2025-09-21,Phone,Feedback,1
S008474,C102523,2024-08-25,Phone,Complaint,4
S008475,C102523,2024-09-20,Phone,Query,2
S008476,C102523,2025-01-27,Chat,Query,5
S008477,C102523,2025-06-21,Phone,Query,5
S008478,C102523,2026-03-04,Phone,Complaint,4
S008479,C102523,2026-05-01,Phone,Refund Request,3
S008480,C102524,2023-12-02,Chat,Feedback,4
S008481,C102524,2026-03-16,Social Media,Refund Request,1
S008482,C102525,2023-09-29,Email,Feedback,2
S008483,C102525,2025-06-04,Email,Feedback,2
S008484,C102525,2024-04-13,Social Media,Complaint,3
S008485,C102526,2025-06-25,Phone,Complaint,2
S008486,C102526,2025-10-14,Chat,Query,2
S008487,C102526,2025-12-10,Phone,Query,3
S008488,C102526,2025-12-14,Phone,Query,1
S008489,C102526,2025-12-30,Phone,Complaint,3
S008490,C102526,2026-03-22,Chat,Feedback,3
S008491,C102526,2025-02-04,Email,Complaint,3
S008492,C102526,2025-03-06,Email,Feedback,4
S008493,C102526,2026-06-25,Chat,Query,2
S008494,C102527,2024-01-26,Social Media,Feedback,2
S008495,C102528,2025-07-05,Phone,Query,3
S008496,C102528,2026-02-05,Email,Query,2
S008497,C102529,2024-06-20,Email,Complaint,4
S008498,C102529,2024-10-20,Phone,Feedback,3
S008499,C102529,2024-12-25,Email,Feedback,3
S008500,C102529,2025-04-11,Email,Feedback,2
S008501,C102529,2025-05-08,Chat,Query,2
S008502,C102529,2025-06-06,Chat,Complaint,2
S008503,C102529,2025-06-22,Email,Complaint,3
S008504,C102529,2025-07-25,Chat,Feedback,2
S008505,C102529,2025-08-17,Phone,Feedback,4
S008506,C102529,2025-08-20,Email,Query,3
S008507,C102529,2025-09-03,Email,Complaint,2
S008508,C102529,2025-12-12,Social Media,Complaint,1
S008509,C102529,2026-02-01,Email,Feedback,3
S008510,C102529,2026-04-08,Social Media,Complaint,1
S008511,C102529,2026-04-19,Social Media,Complaint,3
S008512,C102529,2026-07-12,Chat,Refund Request,1
S008513,C102529,2026-08-03,Chat,Complaint,2
S008514,C102530,2024-08-30,Chat,Complaint,3
S008515,C102530,2025-02-02,Email,Feedback,2
S008516,C102530,2025-03-30,Email,Complaint,3
S008517,C102530,2025-04-13,Social Media,Complaint,1
S008518,C102530,2025-04-26,Email,Refund Request,3
S008519,C102530,2025-05-13,Social Media,Refund Request,2
S008520,C102530,2025-06-24,Social Media,Query,3
S008521,C102530,2025-07-04,Chat,Complaint,1
S008522,C102530,2025-07-10,Social Media,Complaint,1
S008523,C102530,2025-07-18,Email,Refund Request,2
S008524,C102530,2025-07-27,Social Media,Complaint,1
S008525,C102530,2025-08-13,Email,Refund Request,4
S008526,C102530,2025-09-07,Phone,Feedback,2
S008527,C102530,2025-09-27,Chat,Feedback,1
S008528,C102530,2025-11-06,Email,Query,3
S008529,C102530,2026-02-18,Chat,Complaint,3
S008530,C102530,2026-04-02,Chat,Query,2
S008531,C102530,2026-04-01,Email,Query,1
S008532,C102530,2026-04-08,Email,Query,2
S008533,C102530,2024-08-08,Social Media,Complaint,2
S008534,C102530,2026-07-16,Chat,Query,3
S008535,C102532,2026-02-28,Phone,Query,1
S008536,C102534,2024-11-16,Chat,Complaint,1
S008537,C102534,2026-07-29,Email,Feedback,2
S008538,C102535,2025-05-18,Chat,Query,3
S008539,C102535,2026-03-01,Chat,Feedback,4
S008540,C102535,2026-01-03,Social Media,Complaint,3
S008541,C102536,2026-03-27,Social Media,Complaint,4
S008542,C102536,2026-06-30,Phone,Refund Request,2
S008543,C102537,2025-06-09,Social Media,Feedback,2
S008544,C102537,2026-02-27,Social Media,Complaint,4
S008545,C102537,2026-06-12,Phone,Query,2
S008546,C102538,2024-07-31,Phone,Feedback,3
S008547,C102539,2026-06-23,Chat,Feedback,2
S008548,C102539,2026-07-12,Phone,Feedback,1
S008549,C102539,2026-06-30,Chat,Feedback,3
S008550,C102540,2023-08-05,Email,Feedback,3
S008551,C102540,2023-11-10,Chat,Complaint,2
S008552,C102540,2024-03-28,Social Media,Complaint,1
S008553,C102540,2024-06-09,Chat,Complaint,3
S008554,C102540,2024-08-14,Email,Refund Request,4
S008555,C102540,2024-10-02,Email,Query,3
S008556,C102540,2024-10-19,Chat,Complaint,2
S008557,C102540,2024-11-21,Social Media,Complaint,3
S008558,C102540,2025-01-25,Email,Feedback,1
S008559,C102540,2025-02-10,Social Media,Refund Request,1
S008560,C102540,2025-06-01,Email,Refund Request,4
S008561,C102540,2025-09-12,Email,Refund Request,3
S008562,C102540,2026-01-09,Phone,Refund Request,2
S008563,C102540,2026-04-01,Social Media,Complaint,2
S008564,C102540,2026-06-03,Social Media,Complaint,2
S008565,C102540,2026-06-19,Email,Query,2
S008566,C102540,2026-06-27,Chat,Complaint,1
S008567,C102540,2025-12-26,Social Media,Query,3
S008568,C102540,2024-10-01,Email,Query,4
S008569,C102540,2024-04-21,Email,Query,2
S008570,C102540,2024-11-25,Phone,Feedback,3
S008571,C102541,2025-01-02,Chat,Complaint,4
S008572,C102541,2025-10-08,Email,Complaint,1
S008573,C102541,2024-08-20,Email,Feedback,3
S008574,C102543,2024-06-14,Social Media,Complaint,3
S008575,C102543,2024-11-15,Chat,Complaint,2
S008576,C102543,2025-02-23,Phone,Complaint,4
S008577,C102543,2026-02-22,Phone,Complaint,4
S008578,C102544,2024-06-10,Chat,Complaint,2
S008579,C102544,2024-04-13,Email,Query,3
S008580,C102545,2026-04-06,Social Media,Refund Request,3
S008581,C102545,2026-06-02,Email,Complaint,3
S008582,C102545,2026-07-26,Email,Feedback,2
S008583,C102546,2024-10-26,Chat,Feedback,2
S008584,C102546,2025-04-26,Social Media,Feedback,4
S008585,C102546,2025-09-15,Phone,Refund Request,1
S008586,C102546,2026-03-23,Phone,Refund Request,3
S008587,C102546,2026-05-14,Social Media,Complaint,3
S008588,C102546,2023-06-19,Email,Query,2
S008589,C102547,2024-03-21,Chat,Complaint,5
S008590,C102547,2025-04-10,Chat,Feedback,3
S008591,C102547,2024-06-14,Phone,Complaint,3
S008592,C102548,2026-07-18,Chat,Query,2
S008593,C102548,2026-07-21,Chat,Feedback,4
S008594,C102549,2025-12-19,Chat,Complaint,2
S008595,C102549,2026-05-18,Email,Feedback,2
S008596,C102549,2026-01-11,Social Media,Feedback,3
S008597,C102549,2025-11-28,Phone,Complaint,3
S008598,C102550,2025-05-14,Chat,Refund Request,2
S008599,C102550,2024-04-12,Phone,Feedback,3
S008600,C102550,2025-08-08,Social Media,Complaint,3
S008601,C102550,2024-02-17,Phone,Complaint,1
S008602,C102551,2026-06-11,Phone,Query,4
S008603,C102551,2026-08-01,Social Media,Complaint,3
S008604,C102552,2026-06-03,Email,Query,4
S008605,C102556,2023-06-21,Email,Complaint,3
S008606,C102556,2023-07-09,Social Media,Refund Request,2
S008607,C102556,2023-10-08,Email,Feedback,2
S008608,C102556,2024-04-15,Email,Complaint,3
S008609,C102556,2024-06-27,Chat,Feedback,3
S008610,C102556,2024-09-15,Phone,Query,2
S008611,C102556,2024-10-22,Email,Complaint,3
S008612,C102556,2025-12-27,Social Media,Refund Request,2
S008613,C102556,2026-03-31,Email,Feedback,3
S008614,C102556,2026-04-22,Email,Refund Request,2
S008615,C102557,2023-09-27,Phone,Query,2
S008616,C102558,2023-12-08,Phone,Refund Request,2
S008617,C102558,2024-01-05,Social Media,Complaint,3
S008618,C102558,2024-01-23,Email,Refund Request,3
S008619,C102558,2024-11-10,Social Media,Feedback,2
S008620,C102558,2026-03-01,Email,Complaint,3
S008621,C102558,2024-07-21,Social Media,Complaint,2
S008622,C102559,2024-07-19,Social Media,Feedback,3
S008623,C102559,2024-04-20,Email,Query,4
S008624,C102560,2024-12-14,Email,Complaint,2
S008625,C102560,2025-05-30,Social Media,Query,1
S008626,C102560,2025-08-29,Chat,Complaint,2
S008627,C102560,2025-10-10,Email,Query,1
S008628,C102560,2025-10-28,Social Media,Query,2
S008629,C102560,2025-12-02,Email,Complaint,2
S008630,C102560,2025-12-22,Email,Refund Request,2
S008631,C102560,2026-01-20,Phone,Query,1
S008632,C102560,2026-01-21,Social Media,Refund Request,2
S008633,C102560,2026-01-30,Social Media,Refund Request,1
S008634,C102560,2026-04-18,Social Media,Feedback,4
S008635,C102562,2024-02-01,Phone,Complaint,1
S008636,C102562,2024-04-24,Phone,Refund Request,4
S008637,C102562,2024-06-18,Phone,Complaint,3
S008638,C102562,2025-10-22,Chat,Query,5
S008639,C102564,2023-10-01,Social Media,Refund Request,1
S008640,C102564,2025-01-13,Chat,Complaint,3
S008641,C102566,2024-09-22,Email,Complaint,1
S008642,C102566,2025-09-04,Chat,Complaint,3
S008643,C102566,2026-03-26,Chat,Feedback,1
S008644,C102567,2026-04-01,Chat,Refund Request,4
S008645,C102567,2026-07-27,Phone,Refund Request,1
S008646,C102567,2026-08-03,Email,Query,3
S008647,C102567,2026-04-08,Chat,Query,1
S008648,C102568,2024-12-20,Phone,Query,2
S008649,C102568,2025-03-19,Phone,Query,2
S008650,C102568,2025-09-02,Phone,Query,1
S008651,C102568,2025-10-12,Phone,Complaint,1
S008652,C102568,2025-10-18,Phone,Feedback,3
S008653,C102568,2025-10-31,Social Media,Refund Request,4
S008654,C102568,2025-11-05,Email,Complaint,2
S008655,C102568,2025-11-16,Phone,Complaint,1
S008656,C102568,2025-11-25,Chat,Complaint,1
S008657,C102568,2025-11-27,Phone,Feedback,3
S008658,C102568,2025-12-13,Phone,Feedback,2
S008659,C102568,2025-12-28,Email,Feedback,1
S008660,C102568,2026-01-01,Phone,Feedback,1
S008661,C102568,2026-02-24,Chat,Query,1
S008662,C102568,2026-03-05,Chat,Refund Request,2
S008663,C102568,2026-03-16,Phone,Refund Request,2
S008664,C102568,2026-04-07,Social Media,Refund Request,2
S008665,C102568,2026-06-26,Phone,Query,3
S008666,C102568,2026-07-08,Phone,Feedback,2
S008667,C102568,2025-09-05,Phone,Query,2
S008668,C102568,2025-08-02,Social Media,Feedback,3
S008669,C102568,2026-01-11,Social Media,Feedback,2
S008670,C102568,2026-01-11,Email,Query,1
S008671,C102569,2026-01-03,Social Media,Refund Request,4
S008672,C102569,2025-11-04,Social Media,Feedback,4
S008673,C102570,2025-06-01,Social Media,Refund Request,3
S008674,C102570,2025-08-15,Social Media,Query,3
S008675,C102570,2025-11-06,Email,Complaint,1
S008676,C102570,2026-01-01,Social Media,Complaint,3
S008677,C102570,2026-07-19,Chat,Complaint,2
S008678,C102570,2026-01-25,Social Media,Complaint,2
S008679,C102571,2024-01-26,Email,Refund Request,2
S008680,C102571,2025-05-06,Phone,Refund Request,3
S008681,C102571,2025-10-11,Phone,Complaint,1
S008682,C102571,2024-04-27,Phone,Query,2
S008683,C102571,2025-06-14,Chat,Complaint,2
S008684,C102572,2026-05-09,Phone,Refund Request,2
S008685,C102572,2025-04-18,Social Media,Query,3
S008686,C102573,2024-04-06,Phone,Complaint,3
S008687,C102574,2023-06-25,Chat,Complaint,3
S008688,C102574,2024-10-30,Phone,Complaint,2
S008689,C102574,2025-02-08,Email,Complaint,3
S008690,C102574,2025-04-03,Phone,Refund Request,3
S008691,C102574,2025-06-10,Email,Complaint,3
S008692,C102574,2023-06-14,Chat,Query,2
S008693,C102574,2023-10-26,Chat,Complaint,3
S008694,C102574,2025-09-20,Chat,Query,1
S008695,C102574,2024-11-05,Social Media,Query,2
S008696,C102575,2024-08-07,Email,Complaint,1
S008697,C102576,2023-12-28,Phone,Complaint,2
S008698,C102576,2024-01-11,Phone,Refund Request,3
S008699,C102576,2024-01-24,Email,Refund Request,2
S008700,C102576,2024-07-09,Chat,Query,3
S008701,C102576,2024-08-06,Chat,Complaint,1
S008702,C102576,2024-10-09,Phone,Query,1
S008703,C102576,2025-05-08,Chat,Query,2
S008704,C102576,2025-05-14,Social Media,Complaint,3
S008705,C102576,2025-05-28,Phone,Refund Request,3
S008706,C102576,2026-03-20,Email,Complaint,4
S008707,C102577,2023-10-12,Email,Complaint,2
S008708,C102577,2023-10-28,Phone,Complaint,2
S008709,C102577,2024-01-13,Social Media,Complaint,3
S008710,C102577,2024-09-20,Phone,Feedback,1
S008711,C102577,2024-12-14,Social Media,Complaint,2
S008712,C102577,2025-01-21,Social Media,Complaint,3
S008713,C102577,2024-11-01,Phone,Feedback,1
S008714,C102578,2023-07-27,Email,Feedback,2
