customer_id,signup_date,age,gender,region,acquisition_channel,acquisition_cost,tenure_days,frequency,monetary,avg_order_value,last_order_date,first_order_date,std_order_value,recency_days,orders_last_90d,orders_prior_90d,order_trend,avg_discount_pct,total_qty,n_categories,n_returns,total_refund,return_rate,n_support_tickets,avg_satisfaction,n_complaints,complaints_last_90d,complaints_prior_90d,complaint_trend,engagement_score,snapshot_date,churned
C102263,2026-01-06,68,Female,North,Organic Search,180,125,0,0.0,0.0,,,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,2026-05-11,0
C102264,2025-09-17,34,Female,West,Email Marketing,140,236,21,231682.81,11032.514761904762,2026-04-26,2025-09-22,13762.175223012393,15.0,5.0,10.0,-0.45454545454545453,0.3210434782608696,66.0,12.0,2.0,3099.83,0.09523809523809523,3.0,3.3333333333333335,0.0,0.0,0.0,0.0,53.62959039548022,2026-05-11,0
C102265,2025-03-22,33,Male,North,Organic Search,180,415,21,296677.5,14127.5,2026-04-23,2025-03-31,20515.536137202944,18.0,3.0,8.0,-0.5555555555555556,0.22469565217391305,73.0,11.0,4.0,47595.33,0.19047619047619047,4.0,2.25,3.0,0.0,2.0,-2.0,47.55579134720701,2026-05-11,0
C102266,2024-01-23,29,Male,West,Organic Search,180,839,16,138226.79,8639.174375,2026-04-01,2024-04-01,10344.811991519207,40.0,2.0,3.0,-0.25,0.2151081081081081,50.0,10.0,1.0,1530.25,0.0625,2.0,2.0,1.0,0.0,0.0,0.0,44.7431115473603,2026-05-11,0
C102267,2024-03-23,19,Other,West,Email Marketing,140,779,2,16836.2,8418.1,2026-01-12,2024-05-14,10889.58585162907,119.0,0.0,1.0,-0.5,0.5015000000000001,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,40.52840179717586,2026-05-11,1
C102268,2024-07-13,46,Female,North,Direct,60,667,10,111618.92,11161.892,2026-02-06,2024-09-26,18365.95159374772,94.0,0.0,2.0,-0.6666666666666666,0.20905,29.0,9.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,-1.0,38.533375357775654,2026-05-11,1
C102269,2025-05-02,31,Female,Central,Organic Search,180,374,11,285791.48,25981.043636363636,2026-01-19,2025-06-07,41578.42591412697,112.0,0.0,3.0,-0.75,0.19268000000000002,37.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,39.331216577540104,2026-05-11,1
C102270,2025-09-27,62,Male,West,Paid Ads,650,226,12,220210.0,18350.833333333332,2026-05-10,2025-10-24,31124.08044475249,1.0,5.0,5.0,0.0,0.29733333333333334,47.0,10.0,4.0,103808.96,0.3333333333333333,2.0,3.0,0.0,0.0,0.0,0.0,50.095132743362825,2026-05-11,0
C102271,2025-05-14,26,Other,West,Email Marketing,140,362,22,370952.35,16861.470454545455,2026-05-05,2025-06-25,18162.494653509122,6.0,10.0,6.0,0.5714285714285714,0.2128936170212766,77.0,12.0,1.0,30502.92,0.045454545454545456,2.0,4.0,1.0,1.0,0.0,1.0,58.61010689406678,2026-05-11,0
C102272,2026-04-10,51,Female,West,Direct,60,31,1,4900.6,4900.6,2026-04-15,2026-04-15,0.0,26.0,1.0,0.0,1.0,0.3476666666666666,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,16.08266129032258,2026-05-11,0
C102274,2025-06-25,49,Male,Central,Paid Ads,650,320,9,162374.66,18041.62888888889,2026-04-10,2025-07-10,15860.833048111348,31.0,3.0,1.0,1.0,0.17457894736842106,27.0,9.0,0.0,0.0,0.0,2.0,2.5,0.0,0.0,0.0,0.0,43.04687499999999,2026-05-11,0
C102275,2024-04-21,23,Female,North,Social Media,420,750,8,210428.03999999998,26303.504999999997,2025-05-07,2024-05-23,28427.23031605285,369.0,0.0,0.0,0.0,0.19413636363636363,34.0,8.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,30.168888888888883,2026-05-11,1
C102276,2025-02-09,42,Female,North,Referral,90,456,7,130523.51,18646.215714285714,2025-12-26,2025-03-25,25798.56276501003,136.0,0.0,2.0,-0.6666666666666666,0.23070588235294118,24.0,7.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,37.623903508771924,2026-05-11,0
C102277,2024-06-30,50,Female,West,Organic Search,180,680,46,741682.9199999999,16123.541739130433,2026-05-08,2024-07-06,19453.94384310553,3.0,6.0,12.0,-0.46153846153846156,0.16159223300970874,158.0,12.0,0.0,0.0,0.0,9.0,2.7777777777777777,4.0,0.0,1.0,-1.0,63.00841329439577,2026-05-11,0
C102278,2025-03-20,35,Other,South,Paid Ads,650,417,6,180836.11,30139.351666666666,2026-04-06,2025-03-21,20960.527136964298,35.0,1.0,1.0,0.0,0.2101,17.0,6.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,48.25877869133265,2026-05-11,0
C102279,2025-11-10,63,Female,East,Email Marketing,140,182,4,30550.92,7637.73,2026-01-24,2025-11-17,5612.265813953101,107.0,0.0,4.0,-0.8,0.340375,13.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,26.17307692307692,2026-05-11,0
C102280,2024-04-19,45,Male,South,Referral,90,752,51,837313.61,16417.913921568626,2026-05-08,2024-05-27,19311.74671788205,3.0,13.0,9.0,0.4,0.1956906474820144,215.0,12.0,2.0,14325.75,0.0392156862745098,4.0,2.75,3.0,1.0,0.0,1.0,65.34594926350245,2026-05-11,0
C102281,2024-10-12,36,Female,South,Organic Search,180,576,8,86108.03,10763.50375,2026-03-20,2024-10-18,21432.438601467726,52.0,2.0,0.0,2.0,0.28507692307692306,23.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,45.34027777777777,2026-05-11,1
C102282,2023-02-28,19,Female,Central,Referral,90,1168,109,2128491.75,19527.447247706423,2026-05-10,2023-03-10,24735.00808884125,1.0,7.0,11.0,-0.3333333333333333,0.17239179104477612,395.0,12.0,6.0,76780.17,0.05504587155963303,15.0,2.466666666666667,4.0,1.0,0.0,1.0,76.9397312162723,2026-05-11,0
C102283,2025-08-05,26,Male,North,Social Media,420,279,5,78873.6,15774.720000000001,2025-11-18,2025-08-17,14842.214610523928,174.0,0.0,1.0,-0.5,0.2387692307692308,22.0,8.0,0.0,0.0,0.0,2.0,2.5,2.0,1.0,0.0,1.0,19.526209677419356,2026-05-11,0
C102284,2024-09-21,42,Male,North,Organic Search,180,597,31,511071.35,16486.17258064516,2026-04-23,2024-09-23,25221.628237945162,18.0,3.0,7.0,-0.5,0.26974647887323944,108.0,11.0,5.0,117491.04,0.16129032258064516,7.0,2.142857142857143,3.0,0.0,0.0,0.0,52.28400933237616,2026-05-11,0
C102285,2024-08-14,38,Female,West,Paid Ads,650,635,16,157366.11000000002,9835.381875000001,2026-05-01,2024-08-18,12370.128686387607,10.0,1.0,2.0,-0.3333333333333333,0.2905128205128205,58.0,11.0,0.0,0.0,0.0,4.0,1.5,2.0,0.0,0.0,0.0,42.7723483094025,2026-05-11,1
C102286,2024-11-15,63,Male,West,Paid Ads,650,542,16,217385.03,13586.564375,2026-05-02,2025-01-08,16935.727335004725,9.0,4.0,6.0,-0.2857142857142857,0.24756756756756756,63.0,10.0,1.0,5956.52,0.0625,7.0,2.4285714285714284,0.0,0.0,0.0,0.0,48.56167633104902,2026-05-11,0
C102287,2023-10-05,58,Female,West,Direct,60,949,26,406500.83,15634.647307692308,2026-03-17,2023-10-07,20121.4607310059,55.0,2.0,3.0,-0.25,0.22638095238095238,92.0,10.0,2.0,7427.1900000000005,0.07692307692307693,10.0,2.4,6.0,0.0,0.0,0.0,49.12432677672403,2026-05-11,0
C102288,2025-02-07,26,Male,North,Organic Search,180,458,19,252874.04,13309.16,2026-05-06,2025-02-15,19375.155362011938,5.0,6.0,4.0,0.4,0.2316666666666667,66.0,11.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,0.0,1.0,52.43040393013101,2026-05-11,0
C102289,2025-08-16,48,Male,Central,Email Marketing,140,268,13,266855.4,20527.338461538464,2026-05-08,2025-09-27,34195.112459954435,3.0,9.0,1.0,4.0,0.1703103448275862,45.0,11.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,44.581423240938165,2026-05-11,0
C102290,2024-03-25,41,Male,East,Social Media,420,777,14,154397.9,11028.421428571428,2025-11-05,2024-03-26,14245.573159801046,187.0,0.0,0.0,0.0,0.23464864864864865,50.0,11.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,42.70157657657657,2026-05-11,0
C102291,2023-06-18,23,Female,West,Email Marketing,140,1058,15,291401.75,19426.783333333333,2026-05-10,2023-06-19,24387.031717750455,1.0,1.0,0.0,1.0,0.25472222222222224,53.0,12.0,0.0,0.0,0.0,6.0,2.6666666666666665,1.0,0.0,0.0,0.0,49.237752047889096,2026-05-11,1
C102292,2024-05-12,52,Female,North,Direct,60,729,21,335343.35,15968.73095238095,2026-04-20,2024-05-25,20181.29786242151,21.0,2.0,1.0,0.5,0.18252083333333333,86.0,11.0,4.0,14957.3,0.19047619047619047,3.0,2.3333333333333335,2.0,2.0,0.0,2.0,48.936845304900864,2026-05-11,1
C102293,2023-09-13,45,Male,South,Direct,60,971,6,296768.97,49461.494999999995,2025-02-14,2023-10-06,75579.5610831327,451.0,0.0,0.0,0.0,0.2075,25.0,9.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,31.36856333676622,2026-05-11,1
C102294,2024-04-25,22,Female,East,Email Marketing,140,746,1,2804.99,2804.99,2024-06-04,2024-06-04,0.0,706.0,0.0,0.0,0.0,0.30100000000000005,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,12.31417560321716,2026-05-11,1
C102295,2025-03-17,42,Male,East,Paid Ads,650,420,6,89120.63,14853.438333333334,2026-05-01,2025-03-21,30617.628575939983,10.0,2.0,1.0,0.5,0.400125,14.0,6.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,40.363095238095234,2026-05-11,0
C102296,2023-05-26,56,Female,North,Organic Search,180,1081,9,276608.76,30734.306666666667,2025-11-12,2023-08-29,26940.265100802644,180.0,0.0,0.0,0.0,0.27839130434782605,32.0,9.0,1.0,14316.81,0.1111111111111111,4.0,2.75,0.0,0.0,0.0,0.0,41.859562904717855,2026-05-11,1
C102297,2025-08-18,35,Other,East,Paid Ads,650,266,3,28262.670000000002,9420.890000000001,2026-01-21,2025-11-21,8946.631575341638,110.0,0.0,3.0,-0.75,0.38475000000000004,13.0,5.0,1.0,1338.17,0.3333333333333333,0.0,3.0,0.0,0.0,0.0,0.0,31.838815789473685,2026-05-11,1
C102298,2023-10-16,36,Female,West,Social Media,420,938,0,0.0,0.0,,,0.0,938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,2026-05-11,1
C102299,2026-02-24,23,Male,South,Paid Ads,650,76,5,66549.94,13309.988000000001,2026-05-02,2026-03-14,8271.513109756279,9.0,5.0,0.0,5.0,0.21773333333333333,18.0,8.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,43.04276315789474,2026-05-11,0
C102300,2025-07-30,28,Female,East,Paid Ads,650,285,15,302268.63,20151.242000000002,2026-04-24,2025-08-01,34452.53848960318,17.0,4.0,6.0,-0.2857142857142857,0.3198333333333333,63.0,11.0,1.0,1058.32,0.06666666666666667,2.0,2.0,1.0,0.0,1.0,-1.0,43.84978070175439,2026-05-11,0
C102301,2023-12-17,69,Male,South,Organic Search,180,876,8,121582.84,15197.855,2025-12-25,2023-12-25,18356.268664880827,137.0,0.0,2.0,-0.6666666666666666,0.28690476190476194,30.0,8.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,36.91514459665144,2026-05-11,1
C102302,2024-12-25,50,Male,Central,Referral,90,502,5,38977.56,7795.512,2025-09-09,2025-02-23,3670.140367624922,244.0,0.0,0.0,0.0,0.26280000000000003,14.0,6.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,30.17554780876494,2026-05-11,1
C102303,2023-05-23,27,Male,East,Organic Search,180,1084,32,908503.36,28390.73,2026-05-02,2023-07-13,44446.54511918675,9.0,5.0,1.0,2.0,0.17017045454545454,148.0,12.0,3.0,15105.66,0.09375,8.0,2.0,4.0,0.0,0.0,0.0,52.49728838197473,2026-05-11,0
C102304,2023-05-09,43,Male,East,Paid Ads,650,1098,121,2551392.9,21085.89173553719,2026-05-06,2023-05-10,32024.761811791162,5.0,9.0,5.0,0.6666666666666666,0.24491752577319587,438.0,12.0,7.0,76135.26000000001,0.05785123966942149,14.0,2.7857142857142856,4.0,0.0,0.0,0.0,78.44132188394484,2026-05-11,0
C102306,2025-10-28,41,Female,West,Social Media,420,195,9,134528.86,14947.65111111111,2026-05-07,2025-11-03,13340.817387628882,4.0,4.0,4.0,0.0,0.20581818181818184,33.0,9.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,48.21955128205128,2026-05-11,0
C102307,2023-07-18,25,Male,South,Email Marketing,140,1028,4,37882.79,9470.6975,2026-04-30,2024-04-09,5741.045508502059,11.0,1.0,0.0,1.0,0.27808333333333335,14.0,7.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,46.37548638132296,2026-05-11,1
C102308,2023-12-30,50,Female,East,Social Media,420,863,61,806622.36,13223.31737704918,2026-04-29,2023-12-31,19227.895323939632,12.0,8.0,8.0,0.0,0.1952763157894737,220.0,12.0,10.0,85148.5,0.16393442622950818,11.0,2.5454545454545454,6.0,1.0,1.0,0.0,67.96035640013184,2026-05-11,0
C102309,2023-09-12,47,Female,Central,Referral,90,972,5,26161.899999999998,5232.379999999999,2025-12-22,2024-03-09,4126.890363215383,140.0,0.0,1.0,-0.5,0.2885,18.0,8.0,1.0,3147.45,0.2,6.0,1.5,2.0,0.0,1.0,-1.0,31.31301440329218,2026-05-11,1
C102310,2024-05-23,50,Female,North,Paid Ads,650,718,54,1193536.27,22102.52351851852,2026-04-30,2024-05-27,27546.60334541326,11.0,5.0,6.0,-0.14285714285714285,0.18056692913385824,180.0,12.0,8.0,103697.91,0.14814814814814814,8.0,1.75,2.0,0.0,0.0,0.0,61.47515193719928,2026-05-11,0
C102311,2024-01-10,41,Female,East,Organic Search,180,852,3,34377.12,11459.04,2024-06-14,2024-05-20,13090.748434390604,696.0,0.0,0.0,0.0,0.3015714285714286,9.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.72095070422535,2026-05-11,1
C102312,2024-02-26,32,Female,North,Referral,90,805,11,80849.51000000001,7349.955454545456,2026-03-28,2024-05-14,5450.387311590551,44.0,1.0,0.0,1.0,0.23148387096774195,44.0,9.0,0.0,0.0,0.0,4.0,2.5,1.0,0.0,0.0,0.0,44.56612318840579,2026-05-11,0
C102313,2024-11-11,30,Male,West,Organic Search,180,546,12,165236.35,13769.695833333333,2026-04-16,2025-01-20,15254.16320336634,25.0,1.0,4.0,-0.6,0.2365135135135135,49.0,12.0,3.0,16753.64,0.25,2.0,3.0,1.0,0.0,1.0,-1.0,47.87820512820513,2026-05-11,0
C102314,2023-09-01,29,Male,East,Email Marketing,140,983,46,1380319.07,30006.936304347826,2026-05-11,2023-11-22,35404.227879488964,0.0,4.0,5.0,-0.16666666666666666,0.2840909090909091,218.0,12.0,6.0,94795.45,0.13043478260869565,10.0,2.2,4.0,0.0,0.0,0.0,60.27393617021277,2026-05-11,0
C102315,2026-02-09,40,Female,Central,Direct,60,91,4,99575.67,24893.9175,2026-05-05,2026-03-18,28713.299149646522,6.0,4.0,0.0,4.0,0.23116666666666666,16.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,44.44230769230769,2026-05-11,0
C102316,2025-07-24,41,Female,West,Paid Ads,650,291,17,326381.57,19198.915882352943,2026-03-17,2025-08-19,20468.53493262679,55.0,3.0,2.0,0.3333333333333333,0.2577837837837838,64.0,10.0,1.0,1172.74,0.058823529411764705,0.0,3.0,0.0,0.0,0.0,0.0,45.8223797250859,2026-05-11,0
C102317,2025-09-05,53,Female,North,Referral,90,248,6,71336.35,11889.391666666668,2026-05-11,2025-09-18,12535.229258634907,0.0,1.0,2.0,-0.3333333333333333,0.15978571428571428,17.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,47.62499999999999,2026-05-11,1
C102318,2023-08-06,20,Female,East,Paid Ads,650,1009,23,286055.58,12437.199130434783,2026-03-13,2023-08-30,14818.599705379145,59.0,1.0,2.0,-0.3333333333333333,0.29824,76.0,12.0,2.0,16072.32,0.08695652173913043,5.0,2.4,3.0,0.0,0.0,0.0,48.76591922695737,2026-05-11,1
C102319,2025-06-29,32,Female,Central,Paid Ads,650,316,2,15718.2,7859.1,2025-10-26,2025-10-16,2481.7326699304263,197.0,0.0,0.0,0.0,0.18425,6.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,24.055379746835442,2026-05-11,1
C102320,2025-12-11,62,Female,North,Paid Ads,650,151,7,82274.07999999999,11753.439999999999,2026-04-29,2025-12-14,11929.148639119221,12.0,5.0,2.0,1.0,0.18605882352941178,25.0,9.0,1.0,27585.91,0.14285714285714285,5.0,2.2,2.0,2.0,0.0,2.0,38.78104304635762,2026-05-11,0
C102321,2023-08-14,65,Female,North,Social Media,420,1001,6,86753.13,14458.855000000001,2025-08-26,2023-08-23,19110.945088560904,258.0,0.0,0.0,0.0,0.24746153846153846,22.0,9.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,42.17544955044955,2026-05-11,1
C102322,2025-08-24,66,Female,West,Direct,60,260,2,37462.05,18731.025,2025-12-28,2025-12-18,25829.88239675996,134.0,0.0,2.0,-0.6666666666666666,0.35600000000000004,9.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,27.836538461538463,2026-05-11,0
C102323,2024-04-04,33,Female,East,Paid Ads,650,767,18,402176.88,22343.16,2026-04-30,2024-04-30,36671.98235516463,11.0,2.0,1.0,0.5,0.21302325581395348,60.0,11.0,1.0,127124.27,0.05555555555555555,2.0,1.5,2.0,0.0,1.0,-1.0,43.82041274960544,2026-05-11,1
C102324,2025-10-09,25,Other,North,Referral,90,214,7,159953.22999999998,22850.461428571427,2026-03-09,2025-12-01,25136.08070551137,63.0,4.0,3.0,0.25,0.18995238095238096,36.0,8.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,-1.0,31.508761682242987,2026-05-11,0
C102325,2024-09-07,28,Female,South,Paid Ads,650,611,42,979279.02,23316.167142857143,2026-04-26,2024-11-04,32328.40958594395,15.0,7.0,1.0,3.0,0.21341237113402062,154.0,12.0,3.0,173022.22,0.07142857142857142,5.0,2.2,3.0,0.0,0.0,0.0,57.818078445552466,2026-05-11,0
C102326,2025-10-28,24,Female,South,Organic Search,180,195,2,4325.24,2162.62,2026-02-15,2026-01-24,1872.1924824119983,85.0,1.0,1.0,0.0,0.3155,4.0,3.0,0.0,0.0,0.0,2.0,3.5,1.0,1.0,0.0,1.0,29.785256410256412,2026-05-11,0
C102327,2023-07-09,67,Male,West,Social Media,420,1037,14,528564.29,37754.592142857146,2026-02-18,2024-06-11,42478.83068017585,82.0,1.0,2.0,-0.3333333333333333,0.1868,48.0,11.0,1.0,1785.55,0.07142857142857142,5.0,2.0,1.0,0.0,0.0,0.0,42.690734490517514,2026-05-11,0
C102328,2024-05-15,63,Male,East,Referral,90,726,7,117214.12999999999,16744.875714285714,2026-02-22,2024-06-14,35388.64191994039,78.0,1.0,0.0,1.0,0.26870588235294113,30.0,9.0,1.0,692.59,0.14285714285714285,2.0,1.0,0.0,0.0,0.0,0.0,34.302169421487605,2026-05-11,0
C102329,2023-12-18,60,Female,East,Referral,90,875,5,236310.19,47262.038,2026-02-04,2024-01-12,34482.469284390296,96.0,0.0,1.0,-0.5,0.2632857142857143,27.0,9.0,0.0,0.0,0.0,3.0,1.6666666666666667,1.0,0.0,0.0,0.0,35.01416666666666,2026-05-11,1
C102330,2023-11-16,55,Male,West,Direct,60,907,5,173398.04,34679.608,2025-11-01,2024-05-14,26739.165106692653,191.0,0.0,0.0,0.0,0.28586666666666666,25.0,11.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,28.15038129364204,2026-05-11,1
C102331,2024-02-01,35,Male,South,Organic Search,180,830,14,241883.67,17277.405000000002,2026-04-25,2024-02-05,18642.921480028388,16.0,1.0,2.0,-0.3333333333333333,0.1532857142857143,61.0,10.0,1.0,7879.41,0.07142857142857142,1.0,3.0,0.0,0.0,0.0,0.0,50.45030120481927,2026-05-11,0
C102332,2024-05-06,42,Female,West,Social Media,420,735,10,239269.57,23926.957000000002,2026-01-13,2024-05-10,36792.282297365346,118.0,0.0,2.0,-0.6666666666666666,0.23582758620689653,40.0,12.0,0.0,0.0,0.0,4.0,1.75,1.0,0.0,0.0,0.0,36.596861471861466,2026-05-11,0
C102333,2023-06-13,61,Female,South,Paid Ads,650,1063,14,245322.83,17523.059285714284,2026-04-05,2024-01-15,11261.262800757748,36.0,1.0,0.0,1.0,0.23797777777777776,55.0,12.0,0.0,0.0,0.0,2.0,3.5,1.0,0.0,0.0,0.0,51.77300878018186,2026-05-11,1
C102334,2025-06-28,60,Female,South,Email Marketing,140,317,9,252216.94,28024.104444444445,2026-02-10,2025-07-21,44892.2574740119,90.0,0.0,3.0,-0.75,0.2004285714285714,34.0,9.0,1.0,8180.62,0.1111111111111111,5.0,2.2,2.0,0.0,0.0,0.0,33.00059148264984,2026-05-11,1
C102335,2024-12-08,44,Female,East,Organic Search,180,519,22,568197.19,25827.144999999997,2026-03-29,2024-12-08,52121.659726948244,43.0,2.0,5.0,-0.5,0.22990384615384615,84.0,12.0,2.0,7654.32,0.09090909090909091,2.0,2.0,0.0,0.0,0.0,0.0,46.72519267822736,2026-05-11,0
C102336,2025-12-02,61,Male,West,Organic Search,180,160,3,30523.79,10174.596666666666,2026-03-31,2026-02-05,5452.427024329014,41.0,2.0,1.0,0.5,0.3423333333333333,10.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,27.34375,2026-05-11,0
C102337,2025-06-25,36,Male,Central,Referral,90,320,42,842004.72,20047.731428571427,2026-05-07,2025-07-16,24504.699053545966,4.0,12.0,11.0,0.08333333333333333,0.28562608695652175,181.0,12.0,6.0,65346.47,0.14285714285714285,9.0,1.8888888888888888,0.0,0.0,0.0,0.0,57.38194444444444,2026-05-11,0
C102338,2023-07-11,39,Female,South,Paid Ads,650,1035,120,1802868.74,15023.906166666666,2026-04-26,2023-07-20,21134.617685026315,15.0,11.0,12.0,-0.07692307692307693,0.28858823529411765,449.0,12.0,12.0,73634.26,0.1,14.0,2.0,5.0,1.0,0.0,1.0,74.07953048269255,2026-05-11,0
C102339,2023-03-31,61,Male,North,Referral,90,1137,31,385408.46,12432.530967741935,2026-04-20,2023-05-21,13579.069204914931,21.0,4.0,2.0,0.6666666666666666,0.35353623188405797,100.0,11.0,4.0,38834.26,0.12903225806451613,7.0,2.0,2.0,1.0,0.0,1.0,52.29106200527704,2026-05-11,1
C102340,2024-06-27,37,Female,South,Direct,60,683,6,39214.74,6535.79,2025-09-23,2024-08-01,3116.7403902218102,230.0,0.0,0.0,0.0,0.2875,15.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,34.41019138255595,2026-05-11,1
C102341,2024-09-10,57,Other,East,Paid Ads,650,608,9,179462.47999999998,19940.275555555552,2026-02-05,2024-10-05,25693.25113792098,95.0,0.0,2.0,-0.6666666666666666,0.243,28.0,8.0,2.0,7955.539999999999,0.2222222222222222,2.0,1.0,1.0,1.0,0.0,1.0,32.46874999999999,2026-05-11,1
C102342,2023-11-05,41,Female,North,Social Media,420,918,3,57507.67,19169.22333333333,2024-06-06,2024-01-19,13430.705528967317,704.0,0.0,0.0,0.0,0.38572727272727275,17.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,14.471541394335514,2026-05-11,1
C102343,2025-10-02,33,Female,Central,Direct,60,221,1,5189.53,5189.53,2025-12-28,2025-12-28,0.0,134.0,0.0,1.0,-0.5,0.3833333333333333,3.0,3.0,1.0,4686.15,1.0,1.0,3.0,0.0,0.0,0.0,0.0,24.215780542986426,2026-05-11,0
C102344,2025-01-17,29,Female,West,Referral,90,479,34,803816.34,23641.65705882353,2026-04-22,2025-01-17,44466.259420352915,19.0,12.0,6.0,0.8571428571428571,0.2398205128205128,126.0,12.0,4.0,37856.61,0.11764705882352941,3.0,2.6666666666666665,0.0,0.0,0.0,0.0,56.820024356297836,2026-05-11,0
C102345,2025-08-19,49,Female,East,Organic Search,180,265,33,856435.23,25952.582727272726,2026-05-06,2025-09-06,32760.069728957795,5.0,13.0,13.0,0.0,0.18820689655172412,139.0,12.0,2.0,14471.189999999999,0.06060606060606061,3.0,2.6666666666666665,1.0,0.0,1.0,-1.0,56.816338327783946,2026-05-11,0
C102346,2023-05-21,42,Male,South,Email Marketing,140,1086,108,1893039.98,17528.14796296296,2026-05-10,2023-06-09,27558.06554251165,1.0,12.0,11.0,0.08333333333333333,0.1801111111111111,390.0,12.0,3.0,57249.08,0.027777777777777776,10.0,2.2,4.0,0.0,0.0,0.0,75.60079916197814,2026-05-11,0
C102347,2025-11-14,37,Female,North,Social Media,420,178,5,127542.31999999999,25508.464,2026-03-31,2025-12-05,34097.391612018946,41.0,2.0,3.0,-0.25,0.2451111111111111,22.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,39.12570224719101,2026-05-11,0
C102348,2023-09-23,56,Male,East,Referral,90,961,16,384436.43,24027.276875,2026-03-25,2023-10-19,28951.55561061471,47.0,1.0,1.0,0.0,0.246,65.0,12.0,2.0,22157.579999999998,0.125,0.0,3.0,0.0,0.0,0.0,0.0,50.2882414151925,2026-05-11,1
C102349,2024-07-30,18,Female,East,Social Media,420,650,4,41666.57,10416.6425,2025-08-04,2024-09-22,4639.270495464957,280.0,0.0,0.0,0.0,0.246,18.0,8.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,32.67307692307691,2026-05-11,1
C102350,2024-07-19,22,Male,Central,Organic Search,180,661,17,408888.60000000003,24052.270588235297,2026-04-03,2024-08-08,55033.66548105174,38.0,3.0,3.0,0.0,0.32373529411764707,62.0,12.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,49.869841570011765,2026-05-11,1
C102351,2025-11-21,68,Female,East,Email Marketing,140,171,12,110083.73,9173.644166666667,2026-05-09,2025-12-11,11988.819884289509,2.0,6.0,6.0,0.0,0.2717407407407407,36.0,11.0,0.0,0.0,0.0,5.0,2.0,4.0,2.0,2.0,0.0,41.76372019793072,2026-05-11,0
C102352,2023-12-23,52,Female,North,Organic Search,180,870,69,1448654.82,20994.99739130435,2026-05-02,2024-01-08,26048.46547988359,9.0,7.0,14.0,-0.4666666666666667,0.20447647058823532,260.0,12.0,2.0,5065.1900000000005,0.028985507246376812,6.0,2.3333333333333335,2.0,1.0,0.0,1.0,71.20638341543513,2026-05-11,0
C102353,2023-11-06,46,Male,North,Email Marketing,140,917,8,195922.47,24490.30875,2025-11-27,2024-01-02,21947.8959529287,165.0,0.0,1.0,-0.5,0.19955,25.0,6.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,36.091178965224756,2026-05-11,1
