return_id,order_id,customer_id,return_date,refund_amount,reason
R003754,O0045444,C102123,2025-07-14,2248.42,Changed Mind
R003755,O0045447,C102123,2026-01-27,1760.22,Late Delivery
R003756,O0045506,C102129,2025-10-15,3558.54,Defective Product
R003757,O0045510,C102129,2026-07-12,5307.93,Late Delivery
R003758,O0045513,C102130,2023-11-07,1853.57,Late Delivery
R003759,O0045521,C102130,2024-05-29,925.92,Late Delivery
R003760,O0045524,C102130,2024-08-25,7028.07,Better Price Found
R003761,O0045525,C102130,2024-10-25,3864.38,Late Delivery
R003762,O0045536,C102131,2026-07-22,346.47,Better Price Found
R003763,O0045557,C102132,2026-06-20,1468.46,Changed Mind
R003764,O0045561,C102133,2025-04-30,13664.4,Defective Product
R003765,O0045563,C102133,2025-06-17,1608.83,Late Delivery
R003766,O0045571,C102135,2023-08-04,59547.41,Defective Product
R003767,O0045574,C102135,2024-07-28,3456.41,Better Price Found
R003768,O0045608,C102140,2025-05-01,166746.85,Changed Mind
R003769,O0045625,C102142,2026-02-27,554.79,Changed Mind
R003770,O0045639,C102142,2026-08-03,588.72,Changed Mind
R003771,O0045658,C102144,2025-01-12,10893.74,Size Issue
R003772,O0045693,C102148,2026-03-11,2638.71,Size Issue
R003773,O0045716,C102152,2025-07-11,15833.36,Changed Mind
R003774,O0045721,C102152,2025-09-26,6146.49,Changed Mind
R003775,O0045734,C102152,2026-04-27,4604.97,Better Price Found
R003776,O0045748,C102153,2023-12-08,1496.19,Not as Described
R003777,O0045766,C102155,2024-03-19,8946.49,Better Price Found
R003778,O0045773,C102155,2024-09-25,5435.33,Defective Product
R003779,O0045791,C102155,2025-04-18,23565.36,Not as Described
R003780,O0045804,C102155,2025-07-29,2558.87,Changed Mind
R003781,O0045808,C102155,2025-08-27,15284.51,Defective Product
R003782,O0045811,C102155,2025-10-10,4733.33,Size Issue
R003783,O0045819,C102155,2025-11-25,38579.33,Late Delivery
R003784,O0045830,C102155,2026-01-17,1651.56,Defective Product
R003785,O0045845,C102155,2026-07-28,6172.77,Late Delivery
R003786,O0045856,C102157,2024-01-18,1233.04,Changed Mind
R003787,O0045881,C102158,2024-03-29,1015.57,Changed Mind
R003788,O0045890,C102158,2024-08-09,2840.47,Not as Described
R003789,O0045894,C102158,2025-01-01,477.12,Defective Product
R003790,O0045896,C102158,2025-01-06,1915.36,Not as Described
R003791,O0045905,C102158,2025-07-19,1353.91,Defective Product
R003792,O0045911,C102160,2023-08-03,232.44,Size Issue
R003793,O0045914,C102160,2024-10-20,16719.41,Changed Mind
R003794,O0045921,C102161,2025-08-23,4397.7,Not as Described
R003795,O0045929,C102161,2025-12-13,17141.53,Not as Described
R003796,O0045943,C102161,2026-07-21,9296.77,Defective Product
R003797,O0045962,C102162,2025-03-21,22204.43,Size Issue
R003798,O0045969,C102162,2025-06-07,6334.2,Better Price Found
R003799,O0045973,C102162,2025-09-09,28190.48,Size Issue
R003800,O0045974,C102162,2025-09-11,1933.91,Late Delivery
R003801,O0045984,C102162,2026-04-19,2530.19,Size Issue
R003802,O0045987,C102162,2026-06-11,12981.42,Size Issue
R003803,O0045995,C102165,2025-04-20,11977.96,Changed Mind
R003804,O0046005,C102166,2026-08-08,62211.0,Better Price Found
R003805,O0046010,C102167,2025-07-27,33465.39,Late Delivery
R003806,O0046012,C102167,2025-09-14,3381.6,Size Issue
R003807,O0046028,C102169,2023-09-26,998.33,Defective Product
R003808,O0046047,C102173,2025-04-01,3468.58,Late Delivery
R003809,O0046051,C102173,2025-06-09,9569.9,Late Delivery
R003810,O0046052,C102173,2025-07-15,387.37,Defective Product
R003811,O0046056,C102173,2025-09-16,15807.03,Defective Product
R003812,O0046058,C102173,2025-10-25,47341.3,Size Issue
R003813,O0046065,C102173,2026-02-24,809.72,Size Issue
R003814,O0046090,C102176,2025-07-21,22492.24,Not as Described
R003815,O0046129,C102183,2024-07-28,4805.98,Size Issue
R003816,O0046175,C102183,2025-10-17,2000.54,Better Price Found
R003817,O0046210,C102184,2024-09-02,14820.45,Not as Described
R003818,O0046212,C102184,2024-09-11,4023.02,Not as Described
R003819,O0046216,C102184,2024-10-21,1693.77,Defective Product
R003820,O0046236,C102184,2025-02-12,766.24,Not as Described
R003821,O0046241,C102184,2025-03-22,2706.73,Size Issue
R003822,O0046244,C102184,2025-03-25,11343.33,Size Issue
R003823,O0046309,C102185,2025-02-23,2077.25,Not as Described
R003824,O0046327,C102186,2026-03-06,902.32,Better Price Found
R003825,O0046367,C102191,2026-04-08,2550.36,Not as Described
R003826,O0046370,C102191,2026-05-24,3525.52,Defective Product
R003827,O0046371,C102191,2026-06-22,744.16,Size Issue
R003828,O0046372,C102191,2026-07-05,1193.44,Size Issue
R003829,O0046378,C102192,2024-01-03,17459.32,Not as Described
R003830,O0046392,C102192,2025-08-10,7882.19,Size Issue
R003831,O0046400,C102192,2026-03-25,60295.48,Not as Described
R003832,O0046412,C102193,2025-03-17,2935.94,Defective Product
R003833,O0046418,C102193,2025-08-17,939.25,Changed Mind
R003834,O0046425,C102193,2025-11-25,24673.68,Changed Mind
R003835,O0046426,C102193,2025-12-01,59582.94,Better Price Found
R003836,O0046443,C102194,2025-07-18,5363.67,Defective Product
R003837,O0046448,C102194,2026-06-13,20257.94,Better Price Found
R003838,O0046453,C102195,2023-09-18,1797.74,Changed Mind
R003839,O0046454,C102195,2023-10-12,1484.08,Late Delivery
R003840,O0046459,C102195,2023-12-30,7342.42,Defective Product
R003841,O0046460,C102195,2024-01-14,2756.96,Better Price Found
R003842,O0046466,C102195,2024-04-12,4988.31,Late Delivery
R003843,O0046478,C102195,2024-10-04,5529.71,Better Price Found
R003844,O0046479,C102195,2024-10-09,4998.96,Size Issue
R003845,O0046484,C102195,2025-01-02,1403.02,Not as Described
R003846,O0046492,C102195,2025-03-30,2916.11,Better Price Found
R003847,O0046500,C102195,2025-11-16,69266.11,Late Delivery
R003848,O0046501,C102195,2026-01-26,6643.96,Better Price Found
R003849,O0046513,C102195,2026-05-30,2223.73,Defective Product
R003850,O0046518,C102195,2026-08-08,8009.43,Better Price Found
R003851,O0046522,C102197,2024-05-23,21558.73,Better Price Found
R003852,O0046537,C102197,2025-05-18,31692.15,Late Delivery
R003853,O0046545,C102197,2026-06-16,28115.12,Late Delivery
R003854,O0046551,C102198,2024-02-10,20241.3,Size Issue
R003855,O0046552,C102198,2024-02-17,1052.25,Changed Mind
R003856,O0046558,C102198,2024-09-08,661.49,Defective Product
R003857,O0046559,C102198,2025-02-03,1644.57,Not as Described
R003858,O0046560,C102198,2025-05-16,3399.24,Defective Product
R003859,O0046561,C102198,2025-06-26,1239.83,Changed Mind
R003860,O0046563,C102198,2026-03-19,922.63,Not as Described
R003861,O0046566,C102199,2025-09-07,2943.66,Not as Described
R003862,O0046570,C102199,2026-01-28,9555.23,Defective Product
R003863,O0046591,C102201,2026-04-24,48219.29,Better Price Found
R003864,O0046594,C102202,2023-12-27,776.09,Late Delivery
R003865,O0046597,C102203,2025-04-30,1634.23,Not as Described
R003866,O0046606,C102203,2026-05-18,2172.33,Size Issue
R003867,O0046610,C102204,2026-01-02,14902.19,Not as Described
R003868,O0046626,C102205,2024-07-24,7985.81,Better Price Found
R003869,O0046645,C102205,2025-08-13,211.31,Defective Product
R003870,O0046646,C102205,2025-08-20,4371.7,Defective Product
R003871,O0046666,C102207,2025-08-08,1042.76,Changed Mind
R003872,O0046674,C102209,2023-09-09,1527.65,Size Issue
R003873,O0046677,C102209,2023-09-27,4239.56,Late Delivery
R003874,O0046682,C102209,2023-11-13,38921.8,Better Price Found
R003875,O0046697,C102209,2024-03-25,14482.61,Late Delivery
R003876,O0046701,C102209,2024-04-22,3273.08,Defective Product
R003877,O0046709,C102209,2024-06-24,12224.63,Changed Mind
R003878,O0046718,C102209,2024-08-18,5336.93,Changed Mind
R003879,O0046725,C102209,2024-09-22,3422.16,Size Issue
R003880,O0046734,C102209,2024-11-14,4334.14,Late Delivery
R003881,O0046749,C102209,2025-03-15,84667.48,Not as Described
R003882,O0046751,C102209,2025-03-27,29652.62,Size Issue
R003883,O0046766,C102209,2025-08-25,2847.87,Late Delivery
R003884,O0046770,C102209,2025-10-04,30527.86,Better Price Found
R003885,O0046811,C102211,2026-06-04,10906.1,Not as Described
R003886,O0046834,C102213,2024-06-04,3846.33,Defective Product
R003887,O0046836,C102213,2024-12-06,27061.11,Defective Product
R003888,O0046842,C102215,2023-07-20,1966.22,Size Issue
R003889,O0046843,C102215,2023-07-20,2809.65,Late Delivery
R003890,O0046862,C102216,2025-05-31,1298.1,Late Delivery
R003891,O0046867,C102216,2025-08-29,3327.02,Changed Mind
R003892,O0046870,C102216,2025-11-23,4320.78,Not as Described
R003893,O0046885,C102218,2024-12-09,1850.44,Better Price Found
R003894,O0046896,C102218,2026-05-04,1054.37,Defective Product
R003895,O0046915,C102220,2023-12-16,1559.68,Size Issue
R003896,O0046922,C102220,2024-05-18,1463.06,Defective Product
R003897,O0046939,C102220,2026-05-11,1769.44,Not as Described
R003898,O0046943,C102221,2025-01-08,10052.46,Defective Product
R003899,O0046947,C102223,2024-09-05,1023.64,Better Price Found
R003900,O0046949,C102223,2024-10-21,4314.81,Late Delivery
R003901,O0046965,C102223,2025-05-26,46717.54,Late Delivery
R003902,O0046972,C102223,2025-12-21,14281.96,Better Price Found
R003903,O0046982,C102224,2024-01-17,2347.62,Late Delivery
R003904,O0046995,C102224,2025-06-20,1517.23,Not as Described
R003905,O0047006,C102224,2025-11-06,12456.59,Late Delivery
R003906,O0047007,C102224,2025-11-05,16188.46,Changed Mind
R003907,O0047012,C102224,2026-02-11,6940.49,Not as Described
R003908,O0047014,C102224,2026-06-17,8543.45,Late Delivery
R003909,O0047018,C102226,2023-07-03,22980.46,Defective Product
R003910,O0047027,C102226,2024-01-14,3584.31,Late Delivery
R003911,O0047042,C102226,2024-06-28,84063.73,Better Price Found
R003912,O0047049,C102226,2024-09-09,32838.53,Changed Mind
R003913,O0047058,C102226,2024-12-22,1589.92,Size Issue
R003914,O0047059,C102226,2025-01-04,5737.39,Late Delivery
R003915,O0047068,C102226,2025-05-29,2200.1,Not as Described
R003916,O0047072,C102226,2025-09-11,1342.02,Changed Mind
R003917,O0047077,C102226,2025-10-31,3917.36,Not as Described
R003918,O0047086,C102226,2026-02-10,47578.19,Changed Mind
R003919,O0047100,C102226,2026-06-21,1420.21,Not as Described
R003920,O0047101,C102226,2026-06-27,104.17,Late Delivery
R003921,O0047105,C102226,2026-07-29,17990.5,Not as Described
R003922,O0047128,C102228,2025-12-01,2305.88,Better Price Found
R003923,O0047158,C102233,2024-10-11,3139.51,Size Issue
R003924,O0047160,C102233,2024-10-30,2085.69,Size Issue
R003925,O0047175,C102233,2025-11-26,658.31,Defective Product
R003926,O0047199,C102234,2025-10-25,7520.14,Better Price Found
R003927,O0047201,C102234,2025-11-17,4622.67,Not as Described
R003928,O0047214,C102234,2026-06-14,3589.22,Better Price Found
R003929,O0047221,C102235,2025-03-26,1566.81,Not as Described
R003930,O0047229,C102235,2025-06-05,17678.87,Changed Mind
R003931,O0047231,C102235,2025-07-06,2304.42,Changed Mind
R003932,O0047242,C102235,2026-03-31,14278.45,Better Price Found
R003933,O0047272,C102239,2025-09-19,3853.97,Defective Product
R003934,O0047291,C102241,2023-06-19,9003.77,Better Price Found
R003935,O0047294,C102241,2023-07-21,1396.55,Better Price Found
R003936,O0047298,C102241,2023-08-14,463.82,Defective Product
R003937,O0047316,C102244,2024-05-19,750.88,Not as Described
R003938,O0047318,C102244,2024-12-31,6219.64,Better Price Found
R003939,O0047324,C102246,2025-04-12,20386.12,Better Price Found
R003940,O0047347,C102248,2025-09-28,23821.72,Late Delivery
R003941,O0047352,C102248,2026-01-04,3100.42,Not as Described
R003942,O0047357,C102248,2026-04-04,24848.77,Size Issue
R003943,O0047376,C102250,2025-09-18,2801.0,Changed Mind
R003944,O0047377,C102250,2025-10-01,16090.76,Defective Product
R003945,O0047396,C102250,2026-06-21,5230.53,Better Price Found
R003946,O0047399,C102251,2023-03-31,49226.31,Not as Described
R003947,O0047403,C102251,2023-04-26,34406.85,Changed Mind
R003948,O0047448,C102254,2025-12-28,2771.27,Changed Mind
R003949,O0047479,C102256,2026-03-01,648.22,Better Price Found
R003950,O0047492,C102258,2026-03-23,327.81,Better Price Found
R003951,O0047493,C102258,2026-06-30,2863.15,Late Delivery
R003952,O0047496,C102259,2024-11-29,1925.52,Better Price Found
R003953,O0047502,C102259,2025-05-22,4353.07,Defective Product
R003954,O0047503,C102259,2025-06-04,2993.24,Defective Product
R003955,O0047517,C102259,2025-12-26,3851.77,Changed Mind
R003956,O0047604,C102262,2023-11-01,4094.19,Defective Product
R003957,O0047606,C102262,2024-01-06,6268.38,Not as Described
R003958,O0047636,C102264,2026-02-18,1611.99,Not as Described
R003959,O0047641,C102264,2026-05-09,1487.84,Changed Mind
R003960,O0047655,C102265,2025-08-24,397.41,Not as Described
R003961,O0047662,C102265,2026-01-27,4991.26,Better Price Found
R003962,O0047664,C102265,2026-02-15,40552.01,Not as Described
R003963,O0047665,C102265,2026-02-18,1654.65,Size Issue
R003964,O0047675,C102266,2024-10-15,1530.25,Size Issue
R003965,O0047712,C102270,2025-12-11,2300.21,Late Delivery
R003966,O0047716,C102270,2026-02-23,2531.8,Changed Mind
R003967,O0047718,C102270,2026-05-02,13502.93,Size Issue
R003968,O0047719,C102270,2026-05-09,85474.02,Better Price Found
R003969,O0047721,C102270,2026-05-23,8291.54,Defective Product
R003970,O0047728,C102271,2025-11-05,30502.92,Defective Product
R003971,O0047745,C102271,2026-06-01,7564.01,Late Delivery
R003972,O0047857,C102279,2026-07-26,2001.37,Defective Product
R003973,O0047861,C102280,2024-09-30,761.91,Not as Described
R003974,O0047906,C102280,2026-05-07,13563.84,Late Delivery
R003975,O0047909,C102280,2026-05-25,78387.12,Defective Product
R003976,O0047910,C102280,2026-06-09,21004.5,Size Issue
R003977,O0047916,C102280,2026-07-25,289.38,Not as Described
R003978,O0047956,C102282,2024-08-21,1861.63,Changed Mind
R003979,O0047963,C102282,2024-11-03,2221.38,Not as Described
R003980,O0047972,C102282,2025-02-11,3863.69,Not as Described
R003981,O0047986,C102282,2025-05-06,57090.45,Size Issue
R003982,O0047988,C102282,2025-05-06,1358.85,Changed Mind
R003983,O0048029,C102282,2026-04-10,10384.17,Better Price Found
R003984,O0048033,C102282,2026-05-12,6556.97,Late Delivery
R003985,O0048034,C102282,2026-05-24,1606.98,Better Price Found
R003986,O0048037,C102282,2026-06-10,6079.58,Changed Mind
R003987,O0048053,C102284,2025-01-13,13385.09,Size Issue
R003988,O0048059,C102284,2025-04-20,78075.09,Not as Described
R003989,O0048063,C102284,2025-06-06,22205.01,Changed Mind
R003990,O0048065,C102284,2025-08-11,403.29,Late Delivery
R003991,O0048068,C102284,2025-09-24,3422.56,Better Price Found
R003992,O0048109,C102286,2025-06-04,5956.52,Not as Described
R003993,O0048125,C102287,2023-12-20,3873.15,Better Price Found
R003994,O0048135,C102287,2024-10-27,3554.04,Late Delivery
R003995,O0048206,C102290,2026-07-26,8828.02,Not as Described
R003996,O0048222,C102292,2024-06-04,8752.36,Size Issue
R003997,O0048227,C102292,2024-07-24,546.98,Defective Product
R003998,O0048237,C102292,2025-05-24,5275.25,Changed Mind
R003999,O0048241,C102292,2026-03-28,382.71,Late Delivery
R004000,O0048257,C102295,2026-06-28,844.72,Late Delivery
R004001,O0048267,C102296,2025-11-19,14316.81,Defective Product
R004002,O0048270,C102297,2026-01-30,1338.17,Size Issue
R004003,O0048291,C102300,2026-04-27,1058.32,Late Delivery
R004004,O0048296,C102300,2026-08-01,16689.55,Size Issue
R004005,O0048315,C102303,2024-05-31,795.98,Changed Mind
R004006,O0048323,C102303,2024-11-25,6268.18,Better Price Found
R004007,O0048328,C102303,2025-04-01,8041.5,Changed Mind
R004008,O0048352,C102304,2023-07-10,10147.88,Late Delivery
R004009,O0048386,C102304,2024-04-29,3415.04,Not as Described
R004010,O0048412,C102304,2024-11-09,2748.27,Size Issue
R004011,O0048414,C102304,2024-11-22,9824.34,Changed Mind
R004012,O0048429,C102304,2025-05-06,11257.52,Size Issue
R004013,O0048433,C102304,2025-05-20,7058.17,Late Delivery
R004014,O0048462,C102304,2026-03-30,31684.04,Better Price Found
R004015,O0048475,C102305,2026-06-13,1846.23,Defective Product
R004016,O0048508,C102308,2024-08-19,51106.37,Defective Product
R004017,O0048521,C102308,2025-05-21,2929.18,Changed Mind
R004018,O0048529,C102308,2025-07-23,1522.64,Changed Mind
R004019,O0048535,C102308,2025-10-30,3786.94,Better Price Found
R004020,O0048539,C102308,2025-12-20,5662.52,Changed Mind
R004021,O0048542,C102308,2026-01-31,586.28,Size Issue
R004022,O0048544,C102308,2026-02-14,2192.97,Defective Product
R004023,O0048545,C102308,2026-03-05,1453.98,Not as Described
R004024,O0048549,C102308,2026-04-27,10249.4,Defective Product
R004025,O0048550,C102308,2026-04-23,5658.22,Better Price Found
R004026,O0048554,C102308,2026-06-05,13934.64,Late Delivery
R004027,O0048562,C102309,2024-03-14,3147.45,Better Price Found
R004028,O0048572,C102310,2024-08-08,25202.82,Defective Product
R004029,O0048579,C102310,2024-12-20,42295.19,Better Price Found
R004030,O0048580,C102310,2025-01-03,7346.53,Better Price Found
R004031,O0048593,C102310,2025-05-24,7769.57,Not as Described
R004032,O0048602,C102310,2025-08-06,4086.36,Changed Mind
R004033,O0048606,C102310,2025-10-01,481.74,Not as Described
R004034,O0048615,C102310,2026-02-07,7736.88,Late Delivery
R004035,O0048617,C102310,2026-04-07,8778.82,Late Delivery
R004036,O0048652,C102313,2025-12-14,2499.49,Late Delivery
R004037,O0048653,C102313,2025-12-09,13905.99,Better Price Found
R004038,O0048656,C102313,2026-04-27,348.16,Not as Described
R004039,O0048657,C102313,2026-08-05,5027.07,Better Price Found
R004040,O0048659,C102314,2023-11-28,7383.61,Changed Mind
R004041,O0048661,C102314,2023-12-16,42187.13,Better Price Found
R004042,O0048669,C102314,2024-04-24,2286.75,Changed Mind
R004043,O0048670,C102314,2024-05-06,7590.05,Not as Described
R004044,O0048680,C102314,2024-11-23,12955.19,Not as Described
R004045,O0048697,C102314,2026-01-15,22392.72,Changed Mind
R004046,O0048705,C102314,2026-05-31,22429.9,Changed Mind
R004047,O0048708,C102314,2026-07-28,747.91,Defective Product
R004048,O0048720,C102316,2025-09-08,1172.74,Changed Mind
R004049,O0048740,C102317,2026-05-20,16779.26,Size Issue
R004050,O0048746,C102318,2024-07-12,1432.17,Defective Product
R004051,O0048754,C102318,2025-04-30,14640.15,Changed Mind
R004052,O0048772,C102320,2026-05-04,27585.91,Better Price Found
R004053,O0048787,C102323,2024-08-02,127124.27,Size Issue
R004054,O0048811,C102324,2026-07-19,33512.25,Changed Mind
R004055,O0048819,C102325,2025-02-18,18396.64,Late Delivery
R004056,O0048827,C102325,2025-06-17,36130.08,Late Delivery
R004057,O0048834,C102325,2025-07-27,118495.5,Size Issue
R004058,O0048856,C102325,2026-07-02,2135.28,Not as Described
R004059,O0048860,C102326,2026-06-11,3774.95,Late Delivery
R004060,O0048872,C102327,2025-04-27,1785.55,Not as Described
R004061,O0048884,C102327,2026-06-30,8007.62,Better Price Found
R004062,O0048887,C102328,2024-10-16,692.59,Size Issue
R004063,O0048915,C102331,2026-01-16,7879.41,Size Issue
R004064,O0048953,C102334,2025-10-26,8180.62,Late Delivery
R004065,O0048958,C102335,2024-12-16,4794.6,Size Issue
R004066,O0048962,C102335,2025-03-04,2859.72,Changed Mind
R004067,O0048980,C102335,2026-07-25,1023.67,Size Issue
R004068,O0048993,C102337,2025-08-11,7785.19,Not as Described
R004069,O0049011,C102337,2026-01-13,15836.11,Not as Described
R004070,O0049012,C102337,2026-01-12,29190.47,Size Issue
R004071,O0049013,C102337,2026-01-11,3415.12,Defective Product
R004072,O0049014,C102337,2026-01-17,450.05,Better Price Found
R004073,O0049016,C102337,2026-02-01,8669.53,Not as Described
R004074,O0049036,C102337,2026-06-22,413.78,Defective Product
R004075,O0049037,C102337,2026-07-10,5280.76,Not as Described
R004076,O0049041,C102338,2023-07-27,2297.29,Late Delivery
R004077,O0049050,C102338,2023-12-15,7783.94,Not as Described
R004078,O0049062,C102338,2024-03-27,5069.34,Defective Product
R004079,O0049069,C102338,2024-05-12,1065.36,Size Issue
R004080,O0049072,C102338,2024-06-15,13614.67,Late Delivery
R004081,O0049084,C102338,2024-09-12,12039.75,Defective Product
R004082,O0049092,C102338,2024-11-08,8270.93,Defective Product
R004083,O0049107,C102338,2025-02-27,594.17,Better Price Found
R004084,O0049117,C102338,2025-07-16,7034.84,Not as Described
R004085,O0049139,C102338,2025-11-21,7418.81,Defective Product
R004086,O0049142,C102338,2025-12-30,5602.04,Defective Product
R004087,O0049149,C102338,2026-02-11,2843.12,Not as Described
R004088,O0049177,C102339,2023-07-29,15152.87,Better Price Found
R004089,O0049182,C102339,2023-12-25,1090.18,Late Delivery
R004090,O0049195,C102339,2025-04-02,1133.64,Not as Described
R004091,O0049204,C102339,2026-04-23,21457.57,Better Price Found
R004092,O0049212,C102341,2024-10-11,1121.06,Changed Mind
R004093,O0049215,C102341,2024-11-23,6834.48,Better Price Found
R004094,O0049224,C102343,2025-12-29,4686.15,Size Issue
R004095,O0049237,C102344,2025-09-07,2081.56,Defective Product
R004096,O0049242,C102344,2025-10-23,19451.45,Size Issue
R004097,O0049253,C102344,2026-03-21,1266.81,Better Price Found
R004098,O0049256,C102344,2026-04-07,15056.79,Changed Mind
R004099,O0049294,C102345,2026-02-16,4085.47,Defective Product
R004100,O0049301,C102345,2026-04-28,10385.72,Changed Mind
R004101,O0049312,C102346,2023-06-15,2682.9,Better Price Found
R004102,O0049340,C102346,2024-06-26,17900.5,Better Price Found
R004103,O0049374,C102346,2025-05-21,36665.68,Better Price Found
R004104,O0049440,C102348,2023-10-31,210.07,Better Price Found
R004105,O0049447,C102348,2024-05-11,21947.51,Better Price Found
R004106,O0049488,C102351,2026-05-22,3074.2,Size Issue
R004107,O0049489,C102351,2026-05-18,93.84,Better Price Found
R004108,O0049499,C102352,2024-01-15,1606.4,Changed Mind
R004109,O0049506,C102352,2024-10-18,3458.79,Late Delivery
R004110,O0049619,C102355,2025-04-10,5846.79,Not as Described
R004111,O0049622,C102355,2025-05-19,5137.67,Defective Product
R004112,O0049641,C102355,2026-01-08,7367.74,Better Price Found
R004113,O0049654,C102355,2026-04-27,33202.2,Not as Described
R004114,O0049665,C102356,2024-01-06,17449.17,Changed Mind
R004115,O0049669,C102356,2024-07-21,11380.46,Late Delivery
R004116,O0049677,C102357,2024-05-04,10908.82,Late Delivery
R004117,O0049700,C102357,2025-06-22,2565.97,Late Delivery
R004118,O0049704,C102357,2026-01-01,8865.87,Size Issue
R004119,O0049709,C102357,2026-02-22,52742.12,Not as Described
R004120,O0049726,C102357,2026-08-06,17103.0,Not as Described
R004121,O0049740,C102358,2025-05-04,5050.82,Not as Described
R004122,O0049743,C102358,2025-09-27,2726.81,Better Price Found
R004123,O0049776,C102359,2025-07-02,2360.85,Defective Product
R004124,O0049786,C102359,2025-10-05,14071.74,Late Delivery
R004125,O0049796,C102359,2025-12-30,517.59,Not as Described
R004126,O0049805,C102359,2026-03-31,11594.3,Size Issue
R004127,O0049823,C102361,2025-02-02,5333.69,Size Issue
R004128,O0049825,C102361,2025-06-26,11358.96,Not as Described
R004129,O0049831,C102362,2025-11-02,2652.23,Defective Product
R004130,O0049844,C102362,2026-07-06,2373.13,Not as Described
R004131,O0049850,C102363,2024-03-29,37457.56,Late Delivery
R004132,O0049856,C102363,2024-11-02,3098.73,Not as Described
R004133,O0049877,C102363,2025-11-22,3366.97,Better Price Found
R004134,O0049880,C102363,2025-11-30,14161.32,Size Issue
R004135,O0049897,C102363,2026-08-08,1712.87,Not as Described
R004136,O0049901,C102364,2026-06-21,518.06,Size Issue
R004137,O0049915,C102366,2024-04-20,3307.32,Defective Product
R004138,O0049925,C102366,2024-09-11,3582.16,Late Delivery
R004139,O0049931,C102366,2025-01-17,4496.91,Changed Mind
R004140,O0049941,C102366,2025-08-11,31273.48,Better Price Found
R004141,O0049958,C102368,2026-05-20,13463.18,Better Price Found
R004142,O0049960,C102369,2024-01-25,4182.7,Changed Mind
R004143,O0049972,C102369,2024-06-01,3858.84,Defective Product
R004144,O0049989,C102369,2025-01-07,9676.4,Defective Product
R004145,O0050010,C102369,2025-06-05,2255.34,Defective Product
R004146,O0050046,C102369,2026-05-08,9396.0,Defective Product
R004147,O0050059,C102369,2026-07-26,3074.66,Changed Mind
R004148,O0050074,C102370,2024-11-18,10830.75,Changed Mind
R004149,O0050078,C102370,2025-03-23,19556.63,Better Price Found
R004150,O0050105,C102373,2024-09-04,6137.97,Changed Mind
R004151,O0050109,C102374,2025-08-12,45186.44,Late Delivery
R004152,O0050117,C102374,2025-10-31,2985.42,Not as Described
R004153,O0050165,C102375,2024-06-16,1417.1,Not as Described
R004154,O0050187,C102375,2024-10-03,69926.29,Size Issue
R004155,O0050190,C102375,2024-10-23,407.94,Defective Product
R004156,O0050203,C102375,2025-02-14,298.16,Late Delivery
R004157,O0050211,C102375,2025-05-22,439.88,Late Delivery
R004158,O0050250,C102377,2024-07-06,618.39,Not as Described
R004159,O0050252,C102377,2024-07-18,541.39,Changed Mind
R004160,O0050267,C102377,2025-10-24,1466.64,Defective Product
R004161,O0050292,C102377,2026-07-18,4052.42,Better Price Found
R004162,O0050300,C102378,2026-03-20,1748.61,Late Delivery
R004163,O0050307,C102378,2026-05-23,791.32,Late Delivery
R004164,O0050320,C102379,2023-12-27,22711.76,Changed Mind
R004165,O0050333,C102380,2024-12-09,725.35,Better Price Found
R004166,O0050358,C102380,2025-08-05,1147.46,Better Price Found
R004167,O0050368,C102380,2025-10-25,18792.82,Size Issue
R004168,O0050371,C102380,2025-12-02,1203.63,Better Price Found
R004169,O0050391,C102380,2026-06-16,5299.75,Defective Product
R004170,O0050413,C102383,2026-06-14,7813.73,Defective Product
R004171,O0050441,C102385,2024-11-18,9680.11,Late Delivery
R004172,O0050443,C102385,2024-12-01,12104.43,Size Issue
R004173,O0050460,C102387,2025-04-25,521.92,Better Price Found
R004174,O0050462,C102387,2025-09-09,7225.19,Late Delivery
R004175,O0050464,C102387,2026-05-06,349.34,Better Price Found
R004176,O0050516,C102392,2026-04-21,6892.33,Size Issue
R004177,O0050532,C102394,2024-09-16,12162.52,Changed Mind
R004178,O0050551,C102394,2025-04-25,723.49,Defective Product
R004179,O0050558,C102394,2025-08-22,13582.68,Late Delivery
R004180,O0050564,C102394,2025-10-08,4418.35,Size Issue
R004181,O0050567,C102394,2025-11-13,3974.45,Better Price Found
R004182,O0050579,C102394,2026-07-09,2616.08,Defective Product
R004183,O0050584,C102395,2026-03-29,4935.11,Changed Mind
R004184,O0050589,C102396,2026-04-28,7971.56,Late Delivery
R004185,O0050597,C102397,2026-07-18,472.65,Changed Mind
R004186,O0050599,C102398,2024-11-23,3965.96,Size Issue
R004187,O0050609,C102398,2025-05-01,21306.71,Not as Described
R004188,O0050620,C102398,2026-02-06,4984.27,Late Delivery
R004189,O0050623,C102398,2026-02-18,1611.94,Better Price Found
R004190,O0050640,C102400,2024-08-17,30528.64,Defective Product
R004191,O0050650,C102400,2025-02-12,866.85,Changed Mind
R004192,O0050654,C102400,2025-04-22,1511.5,Changed Mind
R004193,O0050656,C102400,2025-06-06,11565.96,Not as Described
R004194,O0050701,C102401,2025-04-11,10600.09,Changed Mind
R004195,O0050724,C102401,2025-12-27,24373.61,Late Delivery
R004196,O0050748,C102402,2026-01-12,12373.26,Size Issue
R004197,O0050753,C102402,2026-03-12,5842.45,Late Delivery
R004198,O0050763,C102402,2026-06-05,2749.51,Defective Product
