customer_id,gross_revenue,total_cogs,n_orders,gross_contribution,fulfillment_cost,return_cost,support_cost,acquisition_cost,estimated_profit,profit_margin_pct,profitability_quadrant,recommendation
C101486,1194980.33,991917.72,76,203062.61,95598.43,55456.24,1050.0,650,50957.94,0.04,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101487,28153.62,22316.24,4,5837.38,2252.29,7057.65,150.0,90,-3622.56,-0.13,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101488,1188918.16,1194468.84,84,-5550.68,95113.45,42533.55,1350.0,140,-144547.68,-0.12,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101489,135211.08,116458.47,12,18752.61,10816.89,27863.96,300.0,420,-20228.23,-0.15,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101490,22725.81,18579.97,4,4145.84,1818.06,1648.56,150.0,180,529.21,0.02,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101491,54017.66,58266.39,4,-4248.73,4321.41,0.0,0.0,420,-8570.14,-0.16,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101492,210934.81,159219.12,13,51715.69,16874.78,9907.93,300.0,180,24632.98,0.12,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101493,1716216.14,1473247.8,78,242968.34,137297.29,58909.01,750.0,650,46012.04,0.03,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101494,442715.38,330229.25,23,112486.13,35417.23,7997.02,1350.0,420,67721.88,0.15,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101496,55078.75,49845.67,3,5233.08,4406.3,0.0,0.0,90,826.78,0.02,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101497,49123.8,42568.3,5,6555.5,3929.9,5395.98,450.0,420,-3220.39,-0.07,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101498,26991.36,21008.64,4,5982.72,2159.31,0.0,150.0,650,3673.41,0.14,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101499,75123.56,61390.8,4,13732.76,6009.88,0.0,150.0,650,7572.88,0.1,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101500,335940.68,296967.88,29,38972.8,26875.25,8938.1,300.0,140,2859.44,0.01,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101501,1345362.31,1196184.76,59,149177.55,107628.98,46596.24,1950.0,420,-6997.67,-0.01,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101502,2422.57,2006.51,1,416.06,193.81,0.0,450.0,140,-227.75,-0.09,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101503,59475.55,44606.73,6,14868.82,4758.04,0.0,150.0,650,9960.78,0.17,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101504,201259.18,186184.47,13,15074.71,16100.73,0.0,450.0,420,-1476.02,-0.01,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101505,230628.95,210365.88,13,20263.07,18450.32,0.0,150.0,60,1662.75,0.01,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101506,705874.21,685313.85,47,20560.36,56469.94,61393.03,600.0,180,-97902.6,-0.14,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101507,1150738.48,1109944.1,76,40794.38,92059.08,108723.05,900.0,180,-160887.75,-0.14,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101508,118892.18,97442.22,11,21449.96,9511.37,23708.15,300.0,140,-12069.56,-0.1,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101509,29107.21,26963.44,1,2143.77,2328.58,0.0,150.0,650,-334.81,-0.01,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101510,25382.32,24507.54,4,874.78,2030.59,0.0,1050.0,180,-2205.81,-0.09,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101511,14753.98,11015.28,3,3738.7,1180.32,0.0,300.0,60,2258.38,0.15,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101512,153040.1,132197.2,9,20842.9,12243.21,39597.31,750.0,180,-31747.61,-0.21,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101513,61760.94,55296.18,5,6464.76,4940.88,0.0,150.0,420,1373.88,0.02,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101514,506333.9,445266.0,14,61067.9,40506.71,8154.79,150.0,90,12256.39,0.02,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101515,19345.08,14481.21,3,4863.87,1547.61,0.0,300.0,90,3016.26,0.16,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101516,304316.23,233416.73,10,70899.5,24345.3,0.0,150.0,650,46404.2,0.15,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101517,1234215.13,1139298.22,85,94916.91,98737.21,61953.38,3600.0,180,-69373.68,-0.06,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101518,93372.07,69251.8,5,24120.27,7469.77,0.0,450.0,140,16200.5,0.17,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101519,692238.88,562538.23,40,129700.65,55379.11,2567.64,600.0,140,71153.9,0.1,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101520,170756.56,124883.23,6,45873.33,13660.52,0.0,150.0,180,32062.81,0.19,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101521,438234.86,381833.69,26,56401.17,35058.79,53584.37,900.0,650,-33141.99,-0.08,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101522,1252038.56,1025351.68,90,226686.88,100163.08,70892.17,1800.0,420,53831.63,0.04,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101523,1296791.68,1040898.21,60,255893.47,103743.33,2427.09,1800.0,180,147923.05,0.11,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101524,35892.13,30670.14,3,5221.99,2871.37,25127.15,300.0,140,-23076.53,-0.64,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101525,168789.96,130081.91,10,38708.05,13503.2,6375.34,750.0,60,18079.52,0.11,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101526,319750.91,275853.27,21,43897.64,25580.07,4475.25,750.0,650,13092.32,0.04,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101527,336744.69,259176.37,13,77568.32,26939.58,2253.14,300.0,60,48075.6,0.14,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101528,397721.78,310186.07,23,87535.71,31817.74,5562.71,600.0,140,49555.26,0.12,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101530,888089.42,728332.99,52,159756.43,71047.15,53408.16,1200.0,60,34101.12,0.04,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101531,17489.62,13800.39,3,3689.23,1399.17,0.0,0.0,650,2290.06,0.13,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101532,17465.25,16252.28,5,1212.97,1397.22,0.0,150.0,140,-334.25,-0.02,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101533,1122757.37,1048089.13,69,74668.24,89820.59,105096.69,1050.0,180,-121299.04,-0.11,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101534,505168.91,462275.62,36,42893.29,40413.51,34238.78,1050.0,650,-32809.0,-0.06,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101535,414881.53,351397.9,27,63483.63,33190.52,5127.02,1500.0,420,23666.08,0.06,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101536,99613.05,81081.52,5,18531.53,7969.04,0.0,150.0,180,10412.49,0.1,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101537,281938.88,248730.59,14,33208.29,22555.11,0.0,750.0,90,9903.18,0.04,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101538,187799.11,187878.02,10,-78.91,15023.93,0.0,150.0,650,-15252.84,-0.08,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101539,5648.18,4150.54,1,1497.64,451.85,0.0,300.0,650,745.79,0.13,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101540,265604.52,224368.11,9,41236.41,21248.36,56782.52,750.0,420,-37544.47,-0.14,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101541,848935.69,667851.89,54,181083.8,67914.86,95411.55,900.0,180,16857.4,0.02,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101542,357321.56,307784.84,29,49536.72,28585.72,10494.15,1350.0,180,9106.84,0.03,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101543,564406.06,462911.85,34,101494.21,45152.48,9567.72,750.0,180,46024.01,0.08,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101544,8616.79,6615.54,2,2001.25,689.34,0.0,0.0,60,1311.91,0.15,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101545,147604.6,137222.37,15,10382.23,11808.37,12877.17,450.0,90,-14753.31,-0.1,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101546,155111.55,119548.75,13,35562.8,12408.92,0.0,150.0,420,23003.88,0.15,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101547,155682.3,126828.55,7,28853.75,12454.58,0.0,0.0,420,16399.17,0.11,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101548,27692.99,23940.15,5,3752.84,2215.44,0.0,150.0,420,1387.4,0.05,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101550,663174.34,582974.69,34,80199.65,53053.95,23793.98,300.0,180,3051.73,0.0,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101551,55134.35,67326.0,5,-12191.65,4410.75,0.0,0.0,420,-16602.4,-0.3,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101552,1124683.28,1079014.28,75,45669.0,89974.66,4685.21,1200.0,180,-50190.87,-0.04,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101553,149650.54,159528.74,11,-9878.2,11972.04,0.0,450.0,140,-22300.24,-0.15,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101554,161474.6,144450.62,7,17023.98,12917.97,13256.29,450.0,180,-9600.28,-0.06,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101555,83502.92,66050.17,7,17452.75,6680.23,25792.68,300.0,420,-15320.17,-0.18,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101556,1516.83,1359.0,1,157.83,121.35,1245.98,300.0,650,-1509.5,-1.0,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101557,29379.42,23837.99,3,5541.43,2350.35,0.0,0.0,90,3191.08,0.11,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101558,265041.16,209924.56,13,55116.6,21203.29,0.0,300.0,60,33613.31,0.13,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101559,1507166.53,1185559.99,54,321606.54,120573.32,213210.14,900.0,650,-13076.93,-0.01,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101560,140070.99,106909.49,9,33161.5,11205.68,7495.97,450.0,180,14009.85,0.1,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101561,382440.35,313492.31,22,68948.04,30595.23,37222.47,750.0,420,380.34,0.0,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101562,430865.32,391581.82,13,39283.5,34469.23,16373.23,150.0,180,-11708.95,-0.03,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101563,122030.94,103973.24,16,18057.7,9762.48,0.0,150.0,180,8145.22,0.07,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101564,213119.96,139948.78,11,73171.18,17049.6,1917.13,1050.0,420,53154.45,0.25,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101565,17244.13,17449.59,2,-205.46,1379.53,0.0,750.0,180,-2334.99,-0.14,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101566,146435.69,142494.68,7,3941.01,11714.86,0.0,150.0,180,-7923.85,-0.05,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101567,205118.75,189770.6,10,15348.15,16409.5,0.0,150.0,650,-1211.35,-0.01,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101568,269416.86,230813.13,11,38603.73,21553.35,0.0,900.0,650,16150.38,0.06,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101569,113548.68,127965.66,6,-14416.98,9083.89,0.0,450.0,140,-23950.87,-0.21,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101570,474104.54,454566.83,45,19537.71,37928.36,26085.39,750.0,180,-45226.04,-0.1,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101571,121954.54,106905.81,8,15048.73,9756.36,188.82,150.0,650,4953.55,0.04,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101572,64711.58,48513.32,3,16198.26,5176.93,0.0,600.0,90,10421.33,0.16,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101573,249891.16,218196.87,18,31694.29,19991.29,1931.55,150.0,140,9621.45,0.04,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101574,151666.27,109642.67,5,42023.6,12133.3,0.0,150.0,650,29740.3,0.2,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101575,1971275.4,1603721.55,112,367553.85,157702.03,91225.56,1200.0,420,117426.25,0.06,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101576,640.88,521.31,1,119.57,51.27,0.0,0.0,420,68.3,0.11,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101577,170031.95,153245.48,6,16786.47,13602.56,0.0,0.0,650,3183.91,0.02,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101578,203933.52,164121.7,18,39811.82,16314.68,1601.83,300.0,180,21595.31,0.11,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101579,82081.3,79777.64,10,2303.66,6566.5,4390.86,300.0,90,-8953.7,-0.11,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101580,97871.6,105327.9,8,-7456.3,7829.73,0.0,150.0,180,-15436.03,-0.16,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101581,305917.0,281155.25,22,24761.75,24473.36,4897.1,900.0,650,-5508.71,-0.02,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101582,1057613.35,892331.95,58,165281.4,84609.07,137322.39,1500.0,420,-58150.06,-0.05,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101583,2361570.96,1856827.21,115,504743.75,188925.68,86646.62,1050.0,180,228121.45,0.1,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101584,209545.39,191376.43,11,18168.96,16763.63,0.0,600.0,180,805.33,0.0,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101585,2303471.76,1965403.74,116,338068.02,184277.74,149393.64,1350.0,650,3046.64,0.0,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101586,67988.73,62816.37,9,5172.36,5439.1,0.0,0.0,140,-266.74,-0.0,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101587,119316.56,89769.85,5,29546.71,9545.32,5153.95,300.0,90,14547.44,0.12,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101588,202428.18,149056.03,10,53372.15,16194.25,3644.1,150.0,650,33383.8,0.16,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101589,19587.45,19551.69,1,35.76,1567.0,0.0,0.0,650,-1531.24,-0.08,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101590,3640029.34,2971207.02,155,668822.32,291202.35,274998.88,5100.0,60,97521.09,0.03,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101591,3193699.2,2766133.89,168,427565.31,255495.94,103527.88,3150.0,420,65391.5,0.02,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101592,787363.55,725074.97,50,62288.58,62989.08,105553.92,1200.0,90,-107454.42,-0.14,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101593,98190.04,84058.47,14,14131.57,7855.2,7082.36,0.0,180,-805.99,-0.01,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101594,243480.39,178231.6,18,65248.79,19478.43,19947.23,150.0,180,25673.13,0.11,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101595,159614.94,156564.66,10,3050.28,12769.2,0.0,600.0,650,-10318.92,-0.06,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101596,786646.56,611437.8,48,175208.76,62931.72,156557.47,450.0,140,-44730.43,-0.06,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101597,70200.83,65599.04,3,4601.79,5616.07,0.0,150.0,140,-1164.28,-0.02,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101598,102885.73,106670.96,6,-3785.23,8230.86,5990.09,0.0,180,-18006.18,-0.18,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101599,348646.68,298182.37,11,50464.31,27891.73,7531.66,300.0,90,14740.92,0.04,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101600,189892.49,169344.99,25,20547.5,15191.4,1684.56,600.0,140,3071.54,0.02,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101601,2498.42,1497.19,1,1001.23,199.87,0.0,150.0,140,651.36,0.26,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101602,1901390.38,1566839.51,108,334550.87,152111.23,97903.76,2400.0,650,82135.88,0.04,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101603,59604.54,49278.74,4,10325.8,4768.36,0.0,300.0,180,5257.44,0.09,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101604,446463.97,375641.4,13,70822.57,35717.12,78457.86,450.0,60,-43802.41,-0.1,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101605,283079.24,260216.74,28,22862.5,22646.34,4197.26,150.0,180,-4131.1,-0.01,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101606,387628.81,293326.43,19,94302.38,31010.3,9111.97,450.0,180,53730.1,0.14,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101607,408218.37,354052.51,25,54165.86,32657.47,52934.6,1050.0,180,-32476.2,-0.08,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101608,126946.0,86987.5,5,39958.5,10155.68,4285.11,300.0,420,25217.71,0.2,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101609,10932.8,7178.4,3,3754.4,874.62,0.0,0.0,180,2879.78,0.26,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101610,109263.62,87525.41,6,21738.21,8741.09,20970.13,0.0,420,-7973.01,-0.07,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101611,391584.33,310336.9,13,81247.43,31326.75,0.0,750.0,60,49170.68,0.13,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101612,191124.57,168224.73,18,22899.84,15289.97,4668.91,300.0,420,2640.97,0.01,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101613,449689.12,373733.76,24,75955.36,35975.13,25216.24,150.0,60,14613.99,0.03,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101614,156949.17,157471.99,7,-522.82,12555.93,0.0,150.0,140,-13228.75,-0.08,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101615,76732.68,77769.62,7,-1036.94,6138.61,11030.23,0.0,90,-18205.78,-0.24,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101616,333833.37,346855.32,26,-13021.95,26706.67,21305.77,900.0,420,-61934.39,-0.19,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101617,103737.55,86311.4,7,17426.15,8299.0,16930.77,150.0,140,-7953.62,-0.08,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101618,16443.8,14326.03,4,2117.77,1315.5,0.0,150.0,420,652.27,0.04,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101619,43031.56,37955.66,4,5075.9,3442.52,8429.07,450.0,180,-7245.7,-0.17,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101620,205662.69,176307.62,8,29355.07,16453.02,1812.0,300.0,60,10790.06,0.05,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101621,153589.81,128227.1,10,25362.71,12287.18,0.0,450.0,420,12625.53,0.08,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101622,104971.63,105613.98,9,-642.35,8397.73,0.0,300.0,140,-9340.08,-0.09,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101623,195073.19,160694.01,9,34379.18,15605.86,9727.11,750.0,650,8296.22,0.04,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101624,198345.85,180254.46,17,18091.39,15867.67,17163.9,1050.0,650,-15990.18,-0.08,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101625,2345324.66,1876992.93,106,468331.73,187625.97,290627.24,2850.0,90,-12771.49,-0.01,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101626,234278.62,182720.81,14,51557.81,18742.29,0.0,600.0,420,32215.52,0.14,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101627,2177099.29,1722244.27,125,454855.02,174167.94,99942.91,900.0,650,179844.17,0.08,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101628,27206.37,18394.38,2,8811.99,2176.51,0.0,450.0,140,6185.48,0.23,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101629,117098.45,100533.82,9,16564.63,9367.88,54968.25,300.0,420,-48071.49,-0.41,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101630,473644.53,350348.3,34,123296.23,37891.56,3233.72,300.0,180,81870.95,0.17,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101631,129111.93,103154.22,8,25957.71,10328.95,0.0,450.0,90,15178.76,0.12,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101632,3573.59,3305.43,3,268.16,285.89,0.0,0.0,180,-17.73,-0.0,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101633,24845.5,20640.48,3,4205.02,1987.64,5245.67,450.0,650,-3478.29,-0.14,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101634,82002.26,58929.83,7,23072.43,6560.18,0.0,0.0,180,16512.25,0.2,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101635,20053.74,19783.86,3,269.88,1604.3,0.0,150.0,180,-1484.42,-0.07,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101636,992955.32,791359.37,45,201595.95,79436.43,76842.77,1950.0,60,43366.75,0.04,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101637,469547.76,439268.67,34,30279.09,37563.82,58886.94,900.0,180,-67071.67,-0.14,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101638,838748.21,736895.94,35,101852.27,67099.86,47547.55,750.0,90,-13545.14,-0.02,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101639,743613.61,581033.54,25,162580.07,59489.09,36337.61,600.0,420,66153.37,0.09,High Revenue / High Profit,"Protect and grow: prioritize retention, loyalty rewards, premium service."
C101640,33167.53,45422.56,2,-12255.03,2653.4,10389.79,450.0,180,-25748.22,-0.78,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101642,55030.18,50665.32,9,4364.86,4402.41,4891.62,450.0,180,-5379.18,-0.1,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101643,61836.84,52177.4,3,9659.44,4946.95,0.0,150.0,420,4562.49,0.07,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101644,672467.56,564523.81,34,107943.75,53797.4,118140.74,1200.0,90,-65194.39,-0.1,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101645,8621.97,8012.47,2,609.5,689.76,4047.91,0.0,90,-4128.17,-0.48,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
C101646,4143.67,2655.35,1,1488.32,331.49,0.0,0.0,650,1156.83,0.28,Low Revenue / High Profit,"Grow share of wallet: efficient customer, invest in upsell / cross-sell."
C101647,794986.61,732095.03,50,62891.58,63598.93,15054.24,900.0,140,-16661.59,-0.02,High Revenue / Low Profit,"Investigate: reduce discount dependency, high return/support costs eroding margin."
C101649,91716.83,86517.63,6,5199.2,7337.35,40977.26,600.0,650,-43715.4,-0.48,Low Revenue / Low Profit,"De-prioritize: automate engagement, avoid further acquisition-cost investment."
