customer_id,region,acquisition_channel,churn_probability,risk_category,expected_clv_12m,clv_category,segment_name,revenue_at_risk
C101459,East,Organic Search,0.1908114,Low,60987.49,High,Mid-Value Occasional Shoppers,11637.108349386
C101460,Central,Organic Search,0.010331014,Low,444342.69,Very High,Mid-Value Occasional Shoppers,4590.51055118766
C101461,North,Organic Search,0.95224816,High,1477.78,Low,Low-Engagement / Dormant,1407.2132858848
C101462,South,Referral,0.83387125,High,11807.97,Medium,Mid-Value Occasional Shoppers,9846.326703862498
C101463,East,Email Marketing,0.84802,High,13468.76,Medium,Mid-Value Occasional Shoppers,11421.7778552
C101464,South,Referral,0.29050228,Low,47311.92,High,Mid-Value Occasional Shoppers,13744.2206311776
C101465,West,Direct,0.80332,High,6936.1,Low,Low-Engagement / Dormant,5571.907852
C101466,North,Referral,0.9808076,High,558.08,Low,Low-Engagement / Dormant,547.369105408
C101467,East,Paid Ads,0.22314833,Low,42547.67,Medium,Mid-Value Occasional Shoppers,9494.4415058911
C101468,North,Organic Search,0.5297537,Medium,26800.8,Medium,Mid-Value Occasional Shoppers,14197.82296296
C101469,East,Social Media,0.00071428495,Low,685084.96,Very High,High-Value Loyalists,489.345876399352
C101470,West,Social Media,0.09757874,Low,355398.3,Very High,Mid-Value Occasional Shoppers,34679.318312142
C101471,North,Social Media,0.016851692,Low,302302.5,Very High,High-Value Loyalists,5094.30862083
C101472,South,Social Media,0.0023496936,Low,601901.71,Very High,High-Value Loyalists,1414.284595816056
C101473,East,Paid Ads,0.75906926,High,1054.69,Low,Low-Engagement / Dormant,800.5827578294
C101474,West,Paid Ads,0.00088535517,Low,718770.28,Very High,High-Value Loyalists,636.3669834403476
C101475,North,Social Media,0.018918077,Low,321328.17,Very High,Mid-Value Occasional Shoppers,6078.911062329089
C101476,South,Referral,0.9542597,High,1449.12,Low,Low-Engagement / Dormant,1382.836816464
C101477,West,Email Marketing,0.013405438,Low,344981.06,Very High,Mid-Value Occasional Shoppers,4624.62221100428
C101478,East,Paid Ads,0.633549,High,29379.44,Medium,Mid-Value Occasional Shoppers,18613.31483256
C101479,West,Email Marketing,0.0010152042,Low,618137.96,Very High,High-Value Loyalists,627.536253171432
C101480,South,Paid Ads,0.0011163236,Low,321108.11,Very High,Mid-Value Occasional Shoppers,358.460561344396
C101481,Central,Paid Ads,0.7063665,High,35579.6,Medium,Mid-Value Occasional Shoppers,25132.2375234
C101482,North,Email Marketing,0.4056391,Medium,32633.2,Medium,Mid-Value Occasional Shoppers,13237.30187812
C101483,North,Direct,0.0030441324,Low,737868.09,Very High,High-Value Loyalists,2246.168159695116
C101484,East,Direct,0.7010429,High,24468.94,Medium,High-Value Loyalists,17153.776657526
C101485,East,Organic Search,0.6369024,High,22212.79,Medium,Mid-Value Occasional Shoppers,14147.379261696
C101486,East,Paid Ads,0.0037177096,Low,637186.44,Very High,High-Value Loyalists,2368.874144977824
C101488,North,Email Marketing,0.0018719665,Low,540911.28,Very High,High-Value Loyalists,1012.56779563212
C101489,West,Social Media,0.8220485,High,13190.39,Medium,Mid-Value Occasional Shoppers,10843.140313915
C101490,South,Organic Search,0.16416346,Low,97733.28,High,Low-Engagement / Dormant,16044.2334019488
C101491,West,Social Media,0.9514515,High,5879.11,Low,Mid-Value Occasional Shoppers,5593.688028165
C101492,East,Organic Search,0.8182498,High,19536.27,Medium,Mid-Value Occasional Shoppers,15985.549020246
C101493,North,Paid Ads,0.00047513726,Low,631173.75,Very High,High-Value Loyalists,299.894166158925
C101494,West,Social Media,0.15379214,Low,126123.31,High,Mid-Value Occasional Shoppers,19396.7737487834
C101495,Central,Organic Search,0.9376015,High,831.93,Low,Low-Engagement / Dormant,780.018815895
C101496,West,Referral,0.37925765,Medium,38367.46,Medium,Mid-Value Occasional Shoppers,14551.152716069
C101497,North,Social Media,0.12063902,Low,357566.29,Very High,Mid-Value Occasional Shoppers,43136.4468106358
C101498,East,Paid Ads,0.8827959,High,9603.84,Medium,Mid-Value Occasional Shoppers,8478.230576255999
C101500,East,Email Marketing,0.0032020132,Low,382532.27,Very High,Mid-Value Occasional Shoppers,1224.8733779659642
C101501,South,Social Media,0.0010674864,Low,586451.13,Very High,High-Value Loyalists,626.028605539632
C101502,North,Email Marketing,0.30832472,Medium,67161.7,High,Low-Engagement / Dormant,20707.612347224
C101503,West,Paid Ads,0.9354814,High,1756.75,Low,Low-Engagement / Dormant,1643.40694945
C101504,West,Social Media,0.062536605,Low,173635.06,High,Mid-Value Occasional Shoppers,10858.5471613713
C101505,Central,Direct,0.0293204,Low,297572.47,Very High,Mid-Value Occasional Shoppers,8724.943849387999
C101506,Central,Organic Search,0.046745658,Low,262992.02,Very High,Mid-Value Occasional Shoppers,12293.735023649162
C101507,South,Organic Search,0.0010031224,Low,528927.79,Very High,High-Value Loyalists,530.5793141314961
C101508,East,Email Marketing,0.70338094,High,14564.11,Medium,Mid-Value Occasional Shoppers,10244.1173820634
C101509,North,Paid Ads,0.36625072,Medium,38540.42,Medium,Low-Engagement / Dormant,14115.456574102398
C101510,North,Organic Search,0.9454194,High,355.41,Low,Low-Engagement / Dormant,336.011508954
C101511,North,Direct,0.741701,High,37011.06,Medium,Mid-Value Occasional Shoppers,27451.14021306
C101512,Central,Organic Search,0.80431026,High,2558.73,Low,Low-Engagement / Dormant,2058.0127915698004
C101513,North,Social Media,0.98897517,High,309.26,Low,Low-Engagement / Dormant,305.8504610742
C101514,East,Referral,0.034314774,Low,260372.6,Very High,Mid-Value Occasional Shoppers,8934.6269247924
C101515,South,Referral,0.41034824,Medium,29492.06,Medium,Mid-Value Occasional Shoppers,12102.0149149744
C101516,South,Paid Ads,0.39335248,Medium,55314.78,High,Mid-Value Occasional Shoppers,21758.2058936544
C101517,East,Organic Search,0.0020157527,Low,391383.79,Very High,High-Value Loyalists,788.9329314287329
C101518,North,Email Marketing,0.94320375,High,1630.64,Low,Mid-Value Occasional Shoppers,1538.0257629
C101519,South,Email Marketing,0.038867142,Low,177237.58,High,Mid-Value Occasional Shoppers,6888.71818959636
C101520,East,Organic Search,0.83486515,High,8000.7,Low,Mid-Value Occasional Shoppers,6679.505605605
C101521,West,Paid Ads,0.3434347,Medium,171981.88,High,Mid-Value Occasional Shoppers,59064.545363236
C101522,West,Social Media,0.00065862807,Low,695453.99,Very High,High-Value Loyalists,458.0455192074993
C101523,West,Organic Search,0.005319015,Low,565647.56,Very High,High-Value Loyalists,3008.6878563534
C101524,South,Email Marketing,0.9618783,High,308.37,Low,Low-Engagement / Dormant,296.614411371
C101525,North,Direct,0.30696484,Medium,66027.93,High,Mid-Value Occasional Shoppers,20268.2529679812
C101526,South,Paid Ads,0.0015659089,Low,341959.27,Very High,Mid-Value Occasional Shoppers,535.477064330503
C101527,Central,Direct,0.17078209,Low,68444.33,High,Mid-Value Occasional Shoppers,11689.0657260497
C101528,North,Email Marketing,0.94303674,High,2294.53,Low,Low-Engagement / Dormant,2163.8260910322
C101530,Central,Direct,0.0012757495,Low,571013.57,Very High,High-Value Loyalists,728.470276420715
C101532,North,Email Marketing,0.9641432,High,497.76,Low,Low-Engagement / Dormant,479.911919232
C101533,West,Organic Search,0.0051117428,Low,348764.57,Very High,High-Value Loyalists,1782.794779592596
C101534,South,Paid Ads,0.5082779,Medium,23335.08,Medium,Mid-Value Occasional Shoppers,11860.705458732
C101535,East,Social Media,0.64039993,High,29307.72,Medium,Mid-Value Occasional Shoppers,18768.6618364596
C101536,East,Organic Search,0.52936673,Medium,37266.73,Medium,Mid-Value Occasional Shoppers,19727.7669978929
C101537,Central,Referral,0.119260944,Low,142982.99,High,Mid-Value Occasional Shoppers,17052.28636334256
C101538,North,Paid Ads,0.83116215,High,12554.82,Medium,Mid-Value Occasional Shoppers,10435.091184063
C101540,North,Social Media,0.92760175,High,2052.92,Low,Low-Engagement / Dormant,1904.29218461
C101541,East,Organic Search,0.00083368615,Low,626334.55,Very High,High-Value Loyalists,522.1664396014826
C101542,East,Organic Search,0.10638454,Low,143523.04,High,Mid-Value Occasional Shoppers,15268.6325898016
C101543,West,Organic Search,0.046271045,Low,221987.88,Very High,Mid-Value Occasional Shoppers,10271.6111849346
C101544,Central,Direct,0.96419406,High,573.16,Low,Low-Engagement / Dormant,552.6374674296
C101545,West,Referral,0.6195541,High,35011.77,Medium,Mid-Value Occasional Shoppers,21691.685651757
C101546,West,Social Media,0.7864987,High,9750.83,Medium,Low-Engagement / Dormant,7669.015118921
C101547,South,Social Media,0.86173266,High,9487.72,Medium,Mid-Value Occasional Shoppers,8175.8781929352
C101548,Central,Social Media,0.94746697,High,340.51,Low,Low-Engagement / Dormant,322.6219779547
C101549,East,Organic Search,0.9486595,High,2144.04,Low,Low-Engagement / Dormant,2033.96391438
C101550,South,Organic Search,0.0019188549,Low,600981.68,Very High,Mid-Value Occasional Shoppers,1153.196641478232
C101551,East,Social Media,0.90251034,High,1995.81,Low,Mid-Value Occasional Shoppers,1801.2391616753998
C101552,South,Organic Search,0.0071675754,Low,584294.14,Very High,High-Value Loyalists,4187.972304228156
C101553,East,Email Marketing,0.11281734,Low,130811.28,High,Mid-Value Occasional Shoppers,14757.7806515952
C101554,South,Organic Search,0.64676976,High,29192.16,Medium,Mid-Value Occasional Shoppers,18880.6063170816
C101555,North,Social Media,0.2576077,Low,98625.66,High,Mid-Value Occasional Shoppers,25406.729433582
C101556,Central,Paid Ads,0.64130884,High,30713.55,Medium,Low-Engagement / Dormant,19696.871122782
C101557,Central,Referral,0.59858507,Medium,18138.06,Medium,Mid-Value Occasional Shoppers,10857.171914764202
C101558,East,Direct,0.049496997,Low,497714.47,Very High,Mid-Value Occasional Shoppers,24635.371628446588
C101559,Central,Paid Ads,0.0011414939,Low,688406.01,Very High,High-Value Loyalists,785.811261138339
C101560,South,Organic Search,0.52845454,Medium,17566.88,Medium,Mid-Value Occasional Shoppers,9283.2974896352
C101561,South,Social Media,0.28905055,Low,86291.98,High,Mid-Value Occasional Shoppers,24942.744279589
C101562,Central,Organic Search,0.8348879,High,10588.08,Medium,Mid-Value Occasional Shoppers,8839.859876232
C101563,East,Organic Search,0.10262178,Low,214940.93,High,Mid-Value Occasional Shoppers,22057.6208314554
C101564,West,Social Media,0.27909556,Low,65384.64,High,Mid-Value Occasional Shoppers,18248.5627161984
C101565,South,Organic Search,0.2684184,Low,21987.38,Medium,Mid-Value Occasional Shoppers,5901.817359792
C101566,South,Organic Search,0.960489,High,470.16,Low,Low-Engagement / Dormant,451.58350824
C101567,North,Paid Ads,0.63397014,High,12421.88,Medium,Mid-Value Occasional Shoppers,7875.101002663199
C101568,Central,Paid Ads,0.8934515,High,4003.48,Low,Mid-Value Occasional Shoppers,3576.91521122
C101569,North,Email Marketing,0.10016678,Low,224581.4,Very High,Mid-Value Occasional Shoppers,22495.595685892
C101570,East,Organic Search,0.041206,Low,187923.86,High,Mid-Value Occasional Shoppers,7743.590575159999
C101571,North,Paid Ads,0.7559712,High,21143.67,Medium,Mid-Value Occasional Shoppers,15984.005582303998
C101572,East,Referral,0.8242197,High,2061.8,Low,Low-Engagement / Dormant,1699.3761774600002
C101573,South,Email Marketing,0.012776401,Low,351045.21,Very High,Mid-Value Occasional Shoppers,4485.09437208921
C101574,West,Paid Ads,0.10538464,Low,250421.53,Very High,Mid-Value Occasional Shoppers,26390.5827872992
C101575,East,Social Media,0.0009679202,Low,747395.35,Very High,High-Value Loyalists,723.41905665107
C101576,North,Social Media,0.93466353,High,324.27,Low,Low-Engagement / Dormant,303.0833428731
C101577,North,Paid Ads,0.96334124,High,512.73,Low,Low-Engagement / Dormant,493.9339539852
C101578,North,Organic Search,0.5119469,Medium,31325.14,Medium,Mid-Value Occasional Shoppers,16036.808315066
C101579,West,Referral,0.49815112,Medium,18956.27,Medium,Mid-Value Occasional Shoppers,9443.0871315224
C101580,West,Organic Search,0.9491745,High,962.28,Low,Low-Engagement / Dormant,913.37163786
C101581,South,Paid Ads,0.6019684,High,36603.51,Medium,Mid-Value Occasional Shoppers,22034.156349084
C101582,East,Social Media,0.0009447046,Low,631539.71,Very High,High-Value Loyalists,596.618469119666
C101583,South,Organic Search,0.0005471483,Low,684784.89,Very High,High-Value Loyalists,374.678888429187
C101584,Central,Organic Search,0.72456694,High,9820.67,Medium,Mid-Value Occasional Shoppers,7115.7328106498
C101585,Central,Paid Ads,0.00091912405,Low,785601.69,Very High,High-Value Loyalists,722.0654069996444
C101586,West,Email Marketing,0.94973075,High,907.28,Low,Low-Engagement / Dormant,861.67171486
C101587,North,Referral,0.933462,High,2965.6,Low,Mid-Value Occasional Shoppers,2768.2749072
C101588,South,Paid Ads,0.038171954,Low,278946.59,Very High,Mid-Value Occasional Shoppers,10647.93640193686
C101589,Central,Paid Ads,0.7477524,High,6522.19,Low,Low-Engagement / Dormant,4876.983225755999
C101590,North,Direct,0.001281753,Low,721166.55,Very High,High-Value Loyalists,924.35738896215
C101591,West,Social Media,0.013465545,Low,522928.29,Very High,High-Value Loyalists,7041.51442076805
C101592,Central,Referral,0.0053421385,Low,570703.57,Very High,Mid-Value Occasional Shoppers,3048.777513384445
C101593,West,Organic Search,0.13867904,Low,134664.91,High,Mid-Value Occasional Shoppers,18675.2004404864
C101594,East,Organic Search,0.03767902,Low,363622.47,Very High,Mid-Value Occasional Shoppers,13700.9383195794
C101595,East,Paid Ads,0.16937703,Low,132435.84,High,Mid-Value Occasional Shoppers,22431.5892447552
C101596,Central,Email Marketing,0.0019422254,Low,703319.98,Very High,Mid-Value Occasional Shoppers,1366.005929483492
C101597,South,Email Marketing,0.96839976,High,695.2,Low,Low-Engagement / Dormant,673.231513152
C101598,Central,Organic Search,0.9816488,High,2452.92,Low,Low-Engagement / Dormant,2407.905974496
C101599,South,Referral,0.8974221,High,4185.9,Low,Mid-Value Occasional Shoppers,3756.51916839
C101600,West,Email Marketing,0.6107641,High,22320.01,Medium,Mid-Value Occasional Shoppers,13632.260819641
C101601,Central,Email Marketing,0.22420287,Low,34441.56,Medium,Low-Engagement / Dormant,7721.896599277199
C101602,East,Paid Ads,0.0006824278,Low,660977.69,Very High,High-Value Loyalists,451.069550835782
C101603,South,Organic Search,0.2021782,Low,82255.38,High,Low-Engagement / Dormant,16630.244668716
C101604,North,Direct,0.7653165,High,37022.21,Medium,Mid-Value Occasional Shoppers,28333.708179465
C101605,West,Organic Search,0.07452795,Low,210201.45,High,Mid-Value Occasional Shoppers,15665.8831555275
C101606,East,Organic Search,0.516753,Medium,37915.97,Medium,Mid-Value Occasional Shoppers,19593.19124541
C101607,South,Organic Search,0.014641472,Low,578739.24,Very High,Mid-Value Occasional Shoppers,8473.594377761281
C101608,Central,Social Media,0.9583152,High,443.87,Low,Low-Engagement / Dormant,425.367367824
C101609,Central,Organic Search,0.9561271,High,1213.49,Low,Low-Engagement / Dormant,1160.250674579
C101610,Central,Social Media,0.5912281,Medium,24929.86,Medium,Mid-Value Occasional Shoppers,14739.233761066002
C101611,East,Direct,0.8839931,High,9144.17,Medium,Mid-Value Occasional Shoppers,8083.383185227
C101612,Central,Social Media,0.47871777,Medium,56172.22,High,Mid-Value Occasional Shoppers,26890.6398943494
C101613,Central,Direct,0.0028620032,Low,467288.98,Very High,Mid-Value Occasional Shoppers,1337.382556084736
C101614,North,Email Marketing,0.5685437,Medium,16902.99,Medium,Mid-Value Occasional Shoppers,9610.088475663
C101615,Central,Referral,0.9566387,High,495.25,Low,Low-Engagement / Dormant,473.775316175
C101616,East,Social Media,0.7570822,High,14767.54,Medium,Mid-Value Occasional Shoppers,11180.241671788
C101617,Central,Email Marketing,0.38752085,Medium,37390.6,Medium,Mid-Value Occasional Shoppers,14489.63709401
C101618,West,Social Media,0.8870148,High,541.04,Low,Low-Engagement / Dormant,479.910487392
C101619,East,Organic Search,0.9313501,High,5039.06,Low,Low-Engagement / Dormant,4693.129034906
C101620,South,Direct,0.73253804,High,21517.99,Medium,Mid-Value Occasional Shoppers,15762.7462193396
C101621,North,Social Media,0.57825935,Medium,37372.32,Medium,Mid-Value Occasional Shoppers,21610.893471192
C101622,South,Email Marketing,0.35764197,Medium,56740.96,High,Mid-Value Occasional Shoppers,20292.9487140912
C101623,West,Paid Ads,0.5063137,Medium,24568.92,Medium,Mid-Value Occasional Shoppers,12439.580790203998
C101624,Central,Paid Ads,0.49764448,Medium,30724.13,Medium,Mid-Value Occasional Shoppers,15289.6936973024
C101625,North,Referral,0.0013218933,Low,957199.67,Very High,High-Value Loyalists,1265.315830535211
C101626,North,Social Media,0.59832007,Medium,31919.79,Medium,Mid-Value Occasional Shoppers,19098.2509871853
C101627,West,Paid Ads,0.00046642663,Low,783637.38,Very High,High-Value Loyalists,365.5093422954294
C101628,South,Email Marketing,0.69393337,High,7169.44,Low,Mid-Value Occasional Shoppers,4975.1136602128
C101629,North,Social Media,0.8020165,High,5592.86,Low,Mid-Value Occasional Shoppers,4485.56600219
C101630,North,Organic Search,0.0025796352,Low,572925.43,Very High,Mid-Value Occasional Shoppers,1477.938606203136
C101631,East,Referral,0.161766,Low,114222.31,High,Mid-Value Occasional Shoppers,18477.28619946
C101633,Central,Paid Ads,0.9745973,High,328.66,Low,Low-Engagement / Dormant,320.311148618
C101634,South,Organic Search,0.290084,Low,56754.12,High,Mid-Value Occasional Shoppers,16463.46214608
C101635,North,Organic Search,0.9758915,High,2477.99,Low,Low-Engagement / Dormant,2418.249378085
C101636,West,Direct,0.03294878,Low,360934.54,Very High,Mid-Value Occasional Shoppers,11892.352752861198
C101637,Central,Organic Search,0.0062110242,Low,255471.72,Very High,Mid-Value Occasional Shoppers,1586.741035335624
C101638,South,Referral,0.08501753,Low,215755.22,High,High-Value Loyalists,18342.9758890066
C101639,Central,Social Media,0.36581692,Medium,14915.65,Medium,Low-Engagement / Dormant,5456.397142798
C101640,West,Organic Search,0.70966744,High,14721.0,Medium,Low-Engagement / Dormant,10447.01438424
C101641,Central,Direct,0.8135845,High,6579.59,Low,Low-Engagement / Dormant,5353.052440355001
C101642,South,Organic Search,0.47889516,Medium,42310.25,Medium,Mid-Value Occasional Shoppers,20262.17394339
C101643,North,Social Media,0.83449423,High,982.31,Low,Low-Engagement / Dormant,819.7320270713
C101644,North,Referral,0.0016494563,Low,537364.01,Very High,Mid-Value Occasional Shoppers,886.358451687763
C101646,Central,Paid Ads,0.6768078,High,17381.76,Medium,Low-Engagement / Dormant,11764.110745727998
C101647,South,Email Marketing,0.004214395,Low,355582.92,Very High,Mid-Value Occasional Shoppers,1498.5668801334
C101649,North,Paid Ads,0.705538,High,17823.51,Medium,Mid-Value Occasional Shoppers,12575.16359838
C101650,East,Social Media,0.41384417,Medium,63315.69,High,Mid-Value Occasional Shoppers,26202.829176027302
C101651,Central,Paid Ads,0.92466104,High,550.11,Low,Low-Engagement / Dormant,508.66528471440006
C101652,South,Paid Ads,0.16048457,Low,114142.89,High,Mid-Value Occasional Shoppers,18318.1726202073
C101653,East,Paid Ads,0.013415431,Low,397312.63,Very High,Mid-Value Occasional Shoppers,5330.12017319353
C101654,East,Organic Search,0.23779917,Low,75603.7,High,Mid-Value Occasional Shoppers,17978.497108929
C101655,Central,Referral,0.22590639,Low,119847.36,High,Low-Engagement / Dormant,27074.2844486304
C101656,West,Organic Search,0.12116608,Low,108986.99,High,Low-Engagement / Dormant,13205.5263492992
C101659,West,Organic Search,0.65069264,High,19303.9,Medium,Low-Engagement / Dormant,12560.905653296002
C101660,Central,Social Media,0.029248042,Low,200727.55,High,Mid-Value Occasional Shoppers,5870.887812957099
C101661,East,Social Media,0.65100956,High,23669.8,Medium,Mid-Value Occasional Shoppers,15409.266083288
C101662,North,Organic Search,0.5876326,Medium,27000.97,Medium,Mid-Value Occasional Shoppers,15866.650203622
C101663,East,Organic Search,0.0005959234,Low,594095.4,Very High,High-Value Loyalists,354.03535069236
C101664,West,Organic Search,0.13014582,Low,131510.8,High,Mid-Value Occasional Shoppers,17115.580904855997
C101665,South,Social Media,0.8314056,High,5799.51,Low,Mid-Value Occasional Shoppers,4821.745091256
C101666,Central,Paid Ads,0.33802313,Medium,71495.08,High,Low-Engagement / Dormant,24166.9907212004
C101667,North,Referral,0.00952706,Low,814212.92,Very High,High-Value Loyalists,7757.055341615201
C101668,Central,Social Media,0.8959438,High,1628.68,Low,Low-Engagement / Dormant,1459.205748184
C101669,South,Paid Ads,0.05157709,Low,215015.8,High,Mid-Value Occasional Shoppers,11089.889268022
C101670,North,Organic Search,0.88654184,High,7836.28,Low,Mid-Value Occasional Shoppers,6947.1900899552
C101671,East,Paid Ads,0.88408494,High,5449.32,Low,Mid-Value Occasional Shoppers,4817.6617452408
C101672,East,Paid Ads,0.6493732,High,29965.4,Medium,Mid-Value Occasional Shoppers,19458.72768728
C101673,Central,Paid Ads,0.19493023,Low,95383.17,High,Mid-Value Occasional Shoppers,18593.0632662291
C101674,East,Direct,0.5842817,Medium,14527.45,Medium,Mid-Value Occasional Shoppers,8488.123182665
C101675,North,Organic Search,0.4409667,Medium,45460.28,Medium,Mid-Value Occasional Shoppers,20046.469652676
C101676,Central,Organic Search,0.97978276,High,337.58,Low,Low-Engagement / Dormant,330.7550641208
C101677,East,Email Marketing,0.0070117684,Low,545575.16,Very High,Mid-Value Occasional Shoppers,3825.446666712944
C101678,South,Direct,0.86663777,High,1935.13,Low,Low-Engagement / Dormant,1677.0567478601
C101679,Central,Paid Ads,0.9933215,High,284.85,Low,Low-Engagement / Dormant,282.947629275
C101680,North,Social Media,0.7032073,High,11893.61,Medium,Mid-Value Occasional Shoppers,8363.673375353
C101681,North,Organic Search,0.9856786,High,1329.41,Low,Low-Engagement / Dormant,1310.370987626
C101682,East,Email Marketing,0.06310594,Low,263127.6,Very High,Mid-Value Occasional Shoppers,16604.914537943998
C101683,East,Social Media,0.0010510375,Low,439369.51,Very High,Mid-Value Occasional Shoppers,461.79383136662506
C101684,East,Paid Ads,0.083419435,Low,115246.39,High,Mid-Value Occasional Shoppers,9613.78873958965
C101685,Central,Paid Ads,0.97755617,High,2284.43,Low,Low-Engagement / Dormant,2233.1586414330995
C101686,South,Paid Ads,0.08267324,Low,231844.84,Very High,Mid-Value Occasional Shoppers,19167.3641000816
C101687,Central,Referral,0.02871683,Low,267579.1,Very High,High-Value Loyalists,7684.023526252999
C101688,North,Organic Search,0.084761485,Low,363696.7,Very High,Mid-Value Occasional Shoppers,30827.4723815995
C101689,North,Social Media,0.54136264,Medium,81487.92,High,Mid-Value Occasional Shoppers,44114.5154993088
C101690,North,Organic Search,0.95922226,High,401.72,Low,Low-Engagement / Dormant,385.3387662872
C101691,North,Referral,0.0006626128,Low,784961.9,Very High,Mid-Value Occasional Shoppers,520.12580245232
C101692,South,Organic Search,0.8860697,High,1125.09,Low,Low-Engagement / Dormant,996.908158773
C101693,Central,Email Marketing,0.31335986,Medium,48871.56,High,Mid-Value Occasional Shoppers,15314.385199581598
C101694,West,Paid Ads,0.919415,High,4313.75,Low,Mid-Value Occasional Shoppers,3966.12645625
C101695,West,Paid Ads,0.47286403,Medium,85789.58,High,Mid-Value Occasional Shoppers,40566.8065308074
C101696,North,Paid Ads,0.9316784,High,2370.78,Low,Low-Engagement / Dormant,2208.804517152
C101697,Central,Social Media,0.9802153,High,346.76,Low,Low-Engagement / Dormant,339.899457428
C101698,South,Paid Ads,0.0025988657,Low,422133.06,Very High,Mid-Value Occasional Shoppers,1097.067130470042
C101699,West,Paid Ads,0.026077216,Low,271836.18,Very High,High-Value Loyalists,7088.73078247488
C101700,West,Organic Search,0.9683021,High,692.64,Low,Low-Engagement / Dormant,670.684766544
C101701,North,Paid Ads,0.5346141,Medium,18793.9,Medium,Mid-Value Occasional Shoppers,10047.48393399
C101702,East,Email Marketing,0.0004489849,Low,724586.18,Very High,High-Value Loyalists,325.32825356868204
C101703,Central,Organic Search,0.21804826,Low,75968.0,High,Mid-Value Occasional Shoppers,16564.69021568
C101704,South,Email Marketing,0.025733603,Low,198905.08,High,Mid-Value Occasional Shoppers,5118.54436340324
C101705,West,Email Marketing,0.028610332,Low,481278.44,Very High,Mid-Value Occasional Shoppers,13769.53595284208
C101706,Central,Social Media,0.0050129043,Low,279461.59,Very High,Mid-Value Occasional Shoppers,1400.914206195837
C101707,South,Organic Search,0.81388557,High,18067.8,Medium,Mid-Value Occasional Shoppers,14705.121701645998
C101708,South,Social Media,0.2519104,Low,74843.49,High,Mid-Value Occasional Shoppers,18853.853503296
C101709,South,Email Marketing,0.00078677555,Low,688170.12,Very High,High-Value Loyalists,541.435424656566
C101710,West,Paid Ads,0.8046214,High,6866.04,Low,Mid-Value Occasional Shoppers,5524.562717256
C101711,South,Paid Ads,0.98613006,High,602.16,Low,Low-Engagement / Dormant,593.8080769296
C101712,East,Paid Ads,0.96639735,High,888.02,Low,Low-Engagement / Dormant,858.180174747
C101713,North,Paid Ads,0.7129268,High,15911.73,Medium,Mid-Value Occasional Shoppers,11343.898751364
C101714,Central,Organic Search,0.31411156,Medium,37632.39,Medium,Mid-Value Occasional Shoppers,11820.7687294284
C101715,Central,Organic Search,0.36921528,Medium,71332.71,High,Low-Engagement / Dormant,26337.1264958088
C101716,East,Social Media,0.48046163,Medium,51094.25,High,Mid-Value Occasional Shoppers,24548.8266386275
C101717,Central,Paid Ads,0.92461544,High,1218.41,Low,Low-Engagement / Dormant,1126.5606982504
C101718,West,Organic Search,0.0016444643,Low,542739.37,Very High,Mid-Value Occasional Shoppers,892.5155181694911
C101719,Central,Direct,0.9902395,High,313.95,Low,Low-Engagement / Dormant,310.885691025
C101720,North,Paid Ads,0.10130535,Low,160668.66,High,Mid-Value Occasional Shoppers,16276.594835331
C101721,North,Organic Search,0.0465738,Low,234579.87,Very High,Mid-Value Occasional Shoppers,10925.275949406
C101722,Central,Organic Search,0.93797827,High,843.5,Low,Low-Engagement / Dormant,791.184670745
C101723,South,Paid Ads,0.80616,High,4282.23,Low,Mid-Value Occasional Shoppers,3452.1625367999995
C101724,South,Social Media,0.07161352,Low,263277.37,Very High,Mid-Value Occasional Shoppers,18854.2192020424
C101725,West,Organic Search,0.334784,Medium,46990.18,High,Mid-Value Occasional Shoppers,15731.56042112
C101726,East,Email Marketing,0.01173493,Low,561839.7,Very High,Mid-Value Occasional Shoppers,6593.149550720999
C101727,South,Email Marketing,0.26979062,Low,70195.73,High,Low-Engagement / Dormant,18938.1495180526
C101728,South,Paid Ads,0.6071448,High,31213.04,Medium,Mid-Value Occasional Shoppers,18950.834928192
C101729,South,Referral,0.00073037425,Low,532485.13,Very High,High-Value Loyalists,388.9134274599025
C101730,North,Social Media,0.53975946,Medium,17957.48,Medium,Mid-Value Occasional Shoppers,9692.7197077608
C101731,North,Email Marketing,0.9631777,High,377.05,Low,Low-Engagement / Dormant,363.166151785
C101732,East,Organic Search,0.0027657314,Low,461682.77,Very High,Mid-Value Occasional Shoppers,1276.890533827978
C101733,West,Social Media,0.22496496,Low,41444.77,Medium,Mid-Value Occasional Shoppers,9323.6210252592
C101734,South,Organic Search,0.70528084,High,7293.39,Low,Mid-Value Occasional Shoppers,5143.8882256476
C101735,South,Organic Search,0.9540964,High,346.91,Low,Low-Engagement / Dormant,330.985582124
C101736,East,Email Marketing,0.17621654,Low,123393.78,High,Mid-Value Occasional Shoppers,21744.0249691212
C101737,North,Paid Ads,0.03138916,Low,188610.07,High,Mid-Value Occasional Shoppers,5920.3116648412
C101738,South,Paid Ads,0.9532934,High,4277.8,Low,Mid-Value Occasional Shoppers,4077.99850652
C101739,North,Organic Search,0.00091666344,Low,379960.23,Very High,High-Value Loyalists,348.2956514949912
C101740,East,Email Marketing,0.24671163,Low,53782.27,High,Low-Engagement / Dormant,13268.7114968001
C101741,North,Paid Ads,0.883783,High,7412.46,Low,Mid-Value Occasional Shoppers,6551.00613618
